name,kind,h_meter,h_cm,axis,sign,scene_valid,invalid_reason,vanilla_target_pose,requested_target_pose,actual_target_pose,actual_displacement,eef_t_xyz,eef_t_plus_1_xyz,R
h08cm_minusx,perturbation,0.08,8.0,x,-1,True,,"[-0.12, -0.24, 0.034999999999999996]","[-0.2, -0.24, 0.034999999999999996]","[-0.2, -0.24, 0.034999999999999996]","[-0.08000000000000002, 0.0, 0.0]","[-0.14847938662440952, 0.010469954003808322, 0.2646104065147842]","[-0.1484046211757335, 0.00801316637040882, 0.2640942704150911]","[0.0, 0.0, 0.0]"
h08cm_plusy,perturbation,0.08,8.0,y,1,True,,"[-0.12, -0.24, 0.034999999999999996]","[-0.12, -0.15999999999999998, 0.034999999999999996]","[-0.12, -0.15999999999999998, 0.034999999999999996]","[0.0, 0.08000000000000002, 0.0]","[-0.14847938662440952, 0.010469954003808322, 0.2646104065147842]","[-0.1484046211757335, 0.00801316637040882, 0.2640942704150911]","[0.0, 0.0, 0.0]"
h08cm_minusy,perturbation,0.08,8.0,y,-1,True,,"[-0.12, -0.24, 0.034999999999999996]","[-0.12, -0.32, 0.034999999999999996]","[-0.12, -0.32, 0.034999999999999996]","[0.0, -0.08000000000000002, 0.0]","[-0.14847938662440952, 0.010469954003808322, 0.2646104065147842]","[-0.1484046211757335, 0.00801316637040882, 0.2640942704150911]","[0.0, 0.0, 0.0]"
h16cm_plusx,perturbation,0.16,16.0,x,1,True,,"[-0.12, -0.24, 0.034999999999999996]","[0.04000000000000001, -0.24, 0.034999999999999996]","[0.04000000000000001, -0.24, 0.034999999999999996]","[0.16, 0.0, 0.0]","[-0.14847938662440952, 0.010469954003808322, 0.2646104065147842]","[-0.1484046211757335, 0.00801316637040882, 0.2640942704150911]","[0.0, 0.0, 0.0]"
h16cm_minusx,perturbation,0.16,16.0,x,-1,True,,"[-0.12, -0.24, 0.034999999999999996]","[-0.28, -0.24, 0.034999999999999996]","[-0.28, -0.24, 0.034999999999999996]","[-0.16000000000000003, 0.0, 0.0]","[-0.14847938662440952, 0.010469954003808322, 0.2646104065147842]","[-0.1484046211757335, 0.00801316637040882, 0.2640942704150911]","[0.0, 0.0, 0.0]"
h16cm_plusy,perturbation,0.16,16.0,y,1,True,,"[-0.12, -0.24, 0.034999999999999996]","[-0.12, -0.07999999999999999, 0.034999999999999996]","[-0.12, -0.07999999999999999, 0.034999999999999996]","[0.0, 0.16, 0.0]","[-0.14847938662440952, 0.010469954003808322, 0.2646104065147842]","[-0.1484046211757335, 0.00801316637040882, 0.2640942704150911]","[0.0, 0.0, 0.0]"
h16cm_minusy,perturbation,0.16,16.0,y,-1,True,,"[-0.12, -0.24, 0.034999999999999996]","[-0.12, -0.4, 0.034999999999999996]","[-0.12, -0.4, 0.034999999999999996]","[0.0, -0.16000000000000003, 0.0]","[-0.14847938662440952, 0.010469954003808322, 0.2646104065147842]","[-0.1484046211757335, 0.00801316637040882, 0.2640942704150911]","[0.0, 0.0, 0.0]"
h32cm_plusx,perturbation,0.32,32.0,x,1,True,,"[-0.12, -0.24, 0.034999999999999996]","[0.2, -0.24, 0.034999999999999996]","[0.2, -0.24, 0.034999999999999996]","[0.32, 0.0, 0.0]","[-0.14847938662440952, 0.010469954003808322, 0.2646104065147842]","[-0.14906085974553251, 0.009260836901103837, 0.26382075436420316]","[-0.000656238569799017, 0.0012476705306950168, -0.0002735160508879342]"
h32cm_minusx,perturbation,0.32,32.0,x,-1,True,,"[-0.12, -0.24, 0.034999999999999996]","[-0.44, -0.24, 0.034999999999999996]","[-0.44, -0.24, 0.034999999999999996]","[-0.32, 0.0, 0.0]","[-0.14847938662440952, 0.010469954003808322, 0.2646104065147842]","[-0.14850853856928717, 0.009149104279075688, 0.26401299562288594]","[-0.0001039173935536708, 0.0011359379086668675, -8.127479220515488e-05]"
h32cm_plusy,perturbation,0.32,32.0,y,1,False,target_contact_with_movable:salad_dressing_1,"[-0.12, -0.24, 0.034999999999999996]","[-0.12, 0.08000000000000002, 0.034999999999999996]","[-0.12, 0.08000000000000002, 0.034999999999999996]","[0.0, 0.32, 0.0]",null,null,null
h32cm_minusy,perturbation,0.32,32.0,y,-1,True,,"[-0.12, -0.24, 0.034999999999999996]","[-0.12, -0.56, 0.034999999999999996]","[-0.12, -0.56, 0.034999999999999996]","[0.0, -0.32000000000000006, 0.0]","[-0.14847938662440952, 0.010469954003808322, 0.2646104065147842]","[-0.1484046211757335, 0.00801316637040882, 0.2640942704150911]","[0.0, 0.0, 0.0]"
