name,kind,h_meter,h_cm,axis,sign,scene_valid,invalid_reason,vanilla_target_pose,requested_target_pose,actual_target_pose,actual_displacement,eef_t_xyz,eef_t_plus_1_xyz,R
h04cm_minusy,perturbation,0.04,4.0,y,-1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.05, -0.14, 0.034999999999999996]","[0.05, -0.14, 0.034999999999999996]","[0.0, -0.04000000000000001, 0.0]","[-0.1569617241920781, -0.0010527489699236363, 0.25642331213948355]","[-0.15562245520348122, -0.0014120190975843417, 0.2567437264823572]","[-3.211994966667575e-07, 2.7869837969428032e-05, 6.381659343746016e-07]"
h08cm_plusx,perturbation,0.08,8.0,x,1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.13, -0.1, 0.034999999999999996]","[0.13, -0.1, 0.034999999999999996]","[0.08, 0.0, 0.0]","[-0.1569617241920781, -0.0010527489699236363, 0.25642331213948355]","[-0.15562245520348122, -0.0014120190975843417, 0.2567437264823572]","[-3.211994966667575e-07, 2.7869837969428032e-05, 6.381659343746016e-07]"
h08cm_minusx,perturbation,0.08,8.0,x,-1,True,,"[0.05, -0.1, 0.034999999999999996]","[-0.03, -0.1, 0.034999999999999996]","[-0.03, -0.1, 0.034999999999999996]","[-0.08, 0.0, 0.0]","[-0.1569617241920781, -0.0010527489699236363, 0.25642331213948355]","[-0.15587555401816552, -0.0014067764465476923, 0.25655511147325116]","[-0.00025342001418096616, 3.3112489006077456e-05, -0.00018797684317167773]"
h08cm_plusy,perturbation,0.08,8.0,y,1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.05, -0.020000000000000004, 0.034999999999999996]","[0.05, -0.020000000000000004, 0.034999999999999996]","[0.0, 0.08, 0.0]","[-0.1569617241920781, -0.0010527489699236363, 0.25642331213948355]","[-0.15624273165292268, -0.0014115333037995766, 0.2562806601461496]","[-0.000620597648938126, 2.8355631754193103e-05, -0.00046242817027325467]"
h08cm_minusy,perturbation,0.08,8.0,y,-1,False,target_contact_with_movable:orange_juice_1,"[0.05, -0.1, 0.034999999999999996]","[0.05, -0.18, 0.034999999999999996]","[0.05, -0.18, 0.034999999999999996]","[0.0, -0.07999999999999999, 0.0]",null,null,null
h16cm_plusx,perturbation,0.16,16.0,x,1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.21000000000000002, -0.1, 0.034999999999999996]","[0.21000000000000002, -0.1, 0.034999999999999996]","[0.16000000000000003, 0.0, 0.0]","[-0.1569617241920781, -0.0010527489699236363, 0.25642331213948355]","[-0.15562245520348122, -0.0014120190975843417, 0.2567437264823572]","[-3.211994966667575e-07, 2.7869837969428032e-05, 6.381659343746016e-07]"
h16cm_minusx,perturbation,0.16,16.0,x,-1,True,,"[0.05, -0.1, 0.034999999999999996]","[-0.11, -0.1, 0.034999999999999996]","[-0.11, -0.1, 0.034999999999999996]","[-0.16, 0.0, 0.0]","[-0.1569617241920781, -0.0010527489699236363, 0.25642331213948355]","[-0.15562185001544898, -0.0012798703953782317, 0.2567410393762473]","[2.8398853557654036e-07, 0.00016001854017553803, -2.04894017552526e-06]"
h16cm_plusy,perturbation,0.16,16.0,y,1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.05, 0.06, 0.034999999999999996]","[0.05, 0.06, 0.034999999999999996]","[0.0, 0.16, 0.0]","[-0.1569617241920781, -0.0010527489699236363, 0.25642331213948355]","[-0.15562245520348122, -0.0014120190975843417, 0.2567437264823572]","[-3.211994966667575e-07, 2.7869837969428032e-05, 6.381659343746016e-07]"
h16cm_minusy,perturbation,0.16,16.0,y,-1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.05, -0.26, 0.034999999999999996]","[0.05, -0.26, 0.034999999999999996]","[0.0, -0.16, 0.0]","[-0.1569617241920781, -0.0010527489699236363, 0.25642331213948355]","[-0.15562245520348122, -0.0014120190975843417, 0.2567437264823572]","[-3.211994966667575e-07, 2.7869837969428032e-05, 6.381659343746016e-07]"
h32cm_plusx,perturbation,0.32,32.0,x,1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.37, -0.1, 0.034999999999999996]","[0.37, -0.1, 0.034999999999999996]","[0.32, 0.0, 0.0]","[-0.1569617241920781, -0.0010527489699236363, 0.25642331213948355]","[-0.15562245520348122, -0.0014120190975843417, 0.2567437264823572]","[-3.211994966667575e-07, 2.7869837969428032e-05, 6.381659343746016e-07]"
h32cm_minusx,perturbation,0.32,32.0,x,-1,True,,"[0.05, -0.1, 0.034999999999999996]","[-0.27, -0.1, 0.034999999999999996]","[-0.27, -0.1, 0.034999999999999996]","[-0.32, 0.0, 0.0]","[-0.1569617241920781, -0.0010527489699236363, 0.25642331213948355]","[-0.15562213400398456, -0.0014398889355537697, 0.25674308831642284]","[0.0, 0.0, 0.0]"
h32cm_plusy,perturbation,0.32,32.0,y,1,False,target_contact_with_movable:basket_1,"[0.05, -0.1, 0.034999999999999996]","[0.05, 0.22, 0.034999999999999996]","[0.05, 0.22, 0.034999999999999996]","[0.0, 0.32, 0.0]",null,null,null
h32cm_minusy,perturbation,0.32,32.0,y,-1,True,,"[0.05, -0.1, 0.034999999999999996]","[0.05, -0.42000000000000004, 0.034999999999999996]","[0.05, -0.42000000000000004, 0.034999999999999996]","[0.0, -0.32000000000000006, 0.0]","[-0.1569617241920781, -0.0010527489699236363, 0.25642331213948355]","[-0.15562245520348122, -0.0014120190975843417, 0.2567437264823572]","[-3.211994966667575e-07, 2.7869837969428032e-05, 6.381659343746016e-07]"
