name,kind,h_meter,h_cm,axis,sign,scene_valid,invalid_reason,vanilla_target_pose,requested_target_pose,actual_target_pose,actual_displacement,eef_t_xyz,eef_t_plus_1_xyz,R
h04cm_minusy,perturbation,0.04,4.0,y,-1,True,,"[0.0851332502478196, -0.12994511970492176, 1.15063]","[0.0851332502478196, -0.16994511970492177, 1.15063]","[0.0851332502478196, -0.16994511970492177, 1.15063]","[0.0, -0.04000000000000001, 0.0]","[-0.20309773791141197, 7.282535868331709e-05, 1.1725420599419447]","[-0.20285675053784089, -0.00024359203134334192, 1.1733958706472405]","[0.0, 0.0, 0.0]"
h08cm_plusx,perturbation,0.08,8.0,x,1,True,,"[0.0851332502478196, -0.12994511970492176, 1.15063]","[0.1651332502478196, -0.12994511970492176, 1.15063]","[0.1651332502478196, -0.12994511970492176, 1.15063]","[0.08, 0.0, 0.0]","[-0.20309773791141197, 7.282535868331709e-05, 1.1725420599419447]","[-0.20109797007910585, -0.0008537258291188054, 1.173711001912052]","[0.0017587804587350375, -0.0006101337977754634, 0.0003151312648115301]"
h08cm_minusx,perturbation,0.08,8.0,x,-1,True,,"[0.0851332502478196, -0.12994511970492176, 1.15063]","[0.005133250247819604, -0.12994511970492176, 1.15063]","[0.005133250247819604, -0.12994511970492176, 1.15063]","[-0.08, 0.0, 0.0]","[-0.20309773791141197, 7.282535868331709e-05, 1.1725420599419447]","[-0.20076153677484207, -0.0016819557762186214, 1.1722678863275888]","[0.0020952137629988155, -0.0014383637448752795, -0.0011279843196516648]"
h08cm_plusy,perturbation,0.08,8.0,y,1,True,,"[0.0851332502478196, -0.12994511970492176, 1.15063]","[0.0851332502478196, -0.049945119704921756, 1.15063]","[0.0851332502478196, -0.049945119704921756, 1.15063]","[0.0, 0.08, 0.0]","[-0.20309773791141197, 7.282535868331709e-05, 1.1725420599419447]","[-0.20359455396272613, -0.000748543968420212, 1.1726322124492445]","[-0.0007378034248852472, -0.0005049519370768701, -0.0007636581979959534]"
h08cm_minusy,perturbation,0.08,8.0,y,-1,True,,"[0.0851332502478196, -0.12994511970492176, 1.15063]","[0.0851332502478196, -0.20994511970492175, 1.15063]","[0.0851332502478196, -0.20994511970492175, 1.15063]","[0.0, -0.07999999999999999, 0.0]","[-0.20309773791141197, 7.282535868331709e-05, 1.1725420599419447]","[-0.20027164341215098, -0.0013881818565762353, 1.1740747505287723]","[0.002585107125689906, -0.0011445898252328934, 0.0006788798815318131]"
h16cm_plusx,perturbation,0.16,16.0,x,1,True,,"[0.0851332502478196, -0.12994511970492176, 1.15063]","[0.24513325024781962, -0.12994511970492176, 1.15063]","[0.24513325024781962, -0.12994511970492176, 1.15063]","[0.16000000000000003, 0.0, 0.0]","[-0.20309773791141197, 7.282535868331709e-05, 1.1725420599419447]","[-0.2015086195418777, -0.0009090000385229057, 1.1736514892356107]","[0.001348130995963176, -0.0006654080071795637, 0.0002556185883701989]"
h16cm_minusx,perturbation,0.16,16.0,x,-1,True,,"[0.0851332502478196, -0.12994511970492176, 1.15063]","[-0.0748667497521804, -0.12994511970492176, 1.15063]","[-0.0748667497521804, -0.12994511970492176, 1.15063]","[-0.16, 0.0, 0.0]","[-0.20309773791141197, 7.282535868331709e-05, 1.1725420599419447]","[-0.20150857471218378, -0.000895359694486654, 1.173651627741686]","[0.0013481758256571053, -0.0006517676631433121, 0.00025575709444547456]"
h16cm_plusy,perturbation,0.16,16.0,y,1,True,,"[0.0851332502478196, -0.12994511970492176, 1.15063]","[0.0851332502478196, 0.030054880295078246, 1.15063]","[0.0851332502478196, 0.030054880295078246, 1.15063]","[0.0, 0.16, 0.0]","[-0.20309773791141197, 7.282535868331709e-05, 1.1725420599419447]","[-0.20042225602677716, -0.002126582759378608, 1.173574856717591]","[0.0024344945110637284, -0.001882990728035266, 0.0001789860703504953]"
h16cm_minusy,perturbation,0.16,16.0,y,-1,True,,"[0.0851332502478196, -0.12994511970492176, 1.15063]","[0.0851332502478196, -0.28994511970492176, 1.15063]","[0.0851332502478196, -0.28994511970492176, 1.15063]","[0.0, -0.16, 0.0]","[-0.20309773791141197, 7.282535868331709e-05, 1.1725420599419447]","[-0.20024160025182677, -0.0012024273822257329, 1.1739217456501787]","[0.002615150286014112, -0.000958835350882391, 0.0005258750029382142]"
h32cm_plusx,perturbation,0.32,32.0,x,1,True,,"[0.0851332502478196, -0.12994511970492176, 1.15063]","[0.4051332502478196, -0.12994511970492176, 1.15063]","[0.4051332502478196, -0.12994511970492176, 1.15063]","[0.32, 0.0, 0.0]","[-0.20309773791141197, 7.282535868331709e-05, 1.1725420599419447]","[-0.20097790800183046, -0.0015296993612744668, 1.1729406250070546]","[0.0018788425360104222, -0.0012861073299311248, -0.0004552456401858418]"
h32cm_minusx,perturbation,0.32,32.0,x,-1,False,target_new_fixture_contact:12,"[0.0851332502478196, -0.12994511970492176, 1.15063]","[-0.23486674975218041, -0.12994511970492176, 1.15063]","[-0.23486674975218041, -0.12994511970492176, 1.15063]","[-0.32, 0.0, 0.0]",null,null,null
h32cm_plusy,perturbation,0.32,32.0,y,1,True,,"[0.0851332502478196, -0.12994511970492176, 1.15063]","[0.0851332502478196, 0.19005488029507825, 1.15063]","[0.0851332502478196, 0.19005488029507825, 1.15063]","[0.0, 0.32, 0.0]","[-0.20309773791141197, 7.282535868331709e-05, 1.1725420599419447]","[-0.20284569521585394, -0.00018981023848945616, 1.1725207244850426]","[1.105532198694692e-05, 5.378179285388577e-05, -0.0008751461621978596]"
h32cm_minusy,perturbation,0.32,32.0,y,-1,True,,"[0.0851332502478196, -0.12994511970492176, 1.15063]","[0.0851332502478196, -0.4499451197049218, 1.15063]","[0.0851332502478196, -0.4499451197049218, 1.15063]","[0.0, -0.32000000000000006, 0.0]","[-0.20309773791141197, 7.282535868331709e-05, 1.1725420599419447]","[-0.20078902916414787, -0.0006055203616368453, 1.174243920154721]","[0.0020677213736930156, -0.00036192833029350334, 0.0008480495074805194]"
