name,kind,h_meter,h_cm,axis,sign,scene_valid,invalid_reason,vanilla_target_pose,requested_target_pose,actual_target_pose,actual_displacement,eef_t_xyz,eef_t_plus_1_xyz,R
h02cm_plusy,perturbation,0.02,2.0,y,1,True,,"[-0.06348281771240429, 0.20206256199913958, 0.97]","[-0.06348281771240429, 0.22206256199913957, 0.97]","[-0.06348281771240429, 0.22206256199913957, 0.97]","[0.0, 0.01999999999999999, 0.0]","[-0.2108148623929717, -0.01515982145785171, 1.1756771209255328]","[-0.20921167836990198, -0.011699303979867052, 1.1758867442312855]","[0.0, 0.0, 0.0]"
h02cm_minusy,perturbation,0.02,2.0,y,-1,True,,"[-0.06348281771240429, 0.20206256199913958, 0.97]","[-0.06348281771240429, 0.1820625619991396, 0.97]","[-0.06348281771240429, 0.1820625619991396, 0.97]","[0.0, -0.01999999999999999, 0.0]","[-0.2108148623929717, -0.01515982145785171, 1.1756771209255328]","[-0.20823600119362937, -0.01076651926192387, 1.1748532124735562]","[0.0009756771762726157, 0.0009327847179431813, -0.0010335317577292447]"
h04cm_plusx,perturbation,0.04,4.0,x,1,False,target_contact_with_movable:plate_1,"[-0.06348281771240429, 0.20206256199913958, 0.97]","[-0.023482817712404284, 0.20206256199913958, 0.97]","[-0.023482817712404284, 0.20206256199913958, 0.97]","[0.04, 0.0, 0.0]",null,null,null
h04cm_minusx,perturbation,0.04,4.0,x,-1,False,target_contact_with_movable:glazed_rim_porcelain_ramekin_1,"[-0.06348281771240429, 0.20206256199913958, 0.97]","[-0.10348281771240428, 0.20206256199913958, 0.97]","[-0.10348281771240428, 0.20206256199913958, 0.97]","[-0.039999999999999994, 0.0, 0.0]",null,null,null
h04cm_plusy,perturbation,0.04,4.0,y,1,True,,"[-0.06348281771240429, 0.20206256199913958, 0.97]","[-0.06348281771240429, 0.24206256199913959, 0.97]","[-0.06348281771240429, 0.24206256199913959, 0.97]","[0.0, 0.04000000000000001, 0.0]","[-0.2108148623929717, -0.01515982145785171, 1.1756771209255328]","[-0.2081518580700534, -0.010692796500247823, 1.17491394544103]","[0.0010598202998485795, 0.0010065074796192282, -0.0009727987902554691]"
h04cm_minusy,perturbation,0.04,4.0,y,-1,True,,"[-0.06348281771240429, 0.20206256199913958, 0.97]","[-0.06348281771240429, 0.16206256199913957, 0.97]","[-0.06348281771240429, 0.16206256199913957, 0.97]","[0.0, -0.04000000000000001, 0.0]","[-0.2108148623929717, -0.01515982145785171, 1.1756771209255328]","[-0.20796042860974728, -0.010956831611606247, 1.1750455718798505]","[0.001251249760154699, 0.0007424723682608048, -0.0008411723514349934]"
h08cm_plusx,perturbation,0.08,8.0,x,1,False,target_contact_with_movable:plate_1,"[-0.06348281771240429, 0.20206256199913958, 0.97]","[0.016517182287595716, 0.20206256199913958, 0.97]","[0.016517182287595716, 0.20206256199913958, 0.97]","[0.08, 0.0, 0.0]",null,null,null
h08cm_minusx,perturbation,0.08,8.0,x,-1,False,target_contact_with_movable:glazed_rim_porcelain_ramekin_1,"[-0.06348281771240429, 0.20206256199913958, 0.97]","[-0.1434828177124043, 0.20206256199913958, 0.97]","[-0.1434828177124043, 0.20206256199913958, 0.97]","[-0.08, 0.0, 0.0]",null,null,null
h08cm_plusy,perturbation,0.08,8.0,y,1,True,,"[-0.06348281771240429, 0.20206256199913958, 0.97]","[-0.06348281771240429, 0.2820625619991396, 0.97]","[-0.06348281771240429, 0.2820625619991396, 0.97]","[0.0, 0.08000000000000002, 0.0]","[-0.2108148623929717, -0.01515982145785171, 1.1756771209255328]","[-0.2081203744377699, -0.011608064867027207, 1.17520096922682]","[0.0010913039321320817, 9.123911283984501e-05, -0.0006857750044655386]"
h08cm_minusy,perturbation,0.08,8.0,y,-1,True,,"[-0.06348281771240429, 0.20206256199913958, 0.97]","[-0.06348281771240429, 0.12206256199913958, 0.97]","[-0.06348281771240429, 0.12206256199913958, 0.97]","[0.0, -0.08, 0.0]","[-0.2108148623929717, -0.01515982145785171, 1.1756771209255328]","[-0.2079550899671381, -0.01095780522724864, 1.1753792826917253]","[0.0012565884027638807, 0.0007414987526184122, -0.0005074615395601612]"
h16cm_plusx,perturbation,0.16,16.0,x,1,False,target_contact_with_movable:plate_1,"[-0.06348281771240429, 0.20206256199913958, 0.97]","[0.09651718228759572, 0.20206256199913958, 0.97]","[0.09651718228759572, 0.20206256199913958, 0.97]","[0.16, 0.0, 0.0]",null,null,null
h16cm_minusx,perturbation,0.16,16.0,x,-1,False,target_contact_with_movable:glazed_rim_porcelain_ramekin_1,"[-0.06348281771240429, 0.20206256199913958, 0.97]","[-0.2234828177124043, 0.20206256199913958, 0.97]","[-0.2234828177124043, 0.20206256199913958, 0.97]","[-0.16000000000000003, 0.0, 0.0]",null,null,null
h16cm_plusy,perturbation,0.16,16.0,y,1,True,,"[-0.06348281771240429, 0.20206256199913958, 0.97]","[-0.06348281771240429, 0.36206256199913955, 0.97]","[-0.06348281771240429, 0.36206256199913955, 0.97]","[0.0, 0.15999999999999998, 0.0]","[-0.2108148623929717, -0.01515982145785171, 1.1756771209255328]","[-0.2081203744377699, -0.011608064867027207, 1.17520096922682]","[0.0010913039321320817, 9.123911283984501e-05, -0.0006857750044655386]"
h16cm_minusy,perturbation,0.16,16.0,y,-1,True,,"[-0.06348281771240429, 0.20206256199913958, 0.97]","[-0.06348281771240429, 0.042062561999139575, 0.97]","[-0.06348281771240429, 0.042062561999139575, 0.97]","[0.0, -0.16, 0.0]","[-0.2108148623929717, -0.01515982145785171, 1.1756771209255328]","[-0.2086789381207955, -0.011590732754886339, 1.175313465076646]","[0.0005327402491064892, 0.0001085712249807129, -0.000573279154639561]"
h32cm_plusx,perturbation,0.32,32.0,x,1,True,,"[-0.06348281771240429, 0.20206256199913958, 0.97]","[0.25651718228759574, 0.20206256199913958, 0.97]","[0.25651718228759574, 0.20206256199913958, 0.97]","[0.32, 0.0, 0.0]","[-0.2108148623929717, -0.01515982145785171, 1.1756771209255328]","[-0.20840043780080506, -0.010798285046727158, 1.1746867253472595]","[0.0008112405690969271, 0.0009010189331398934, -0.0012000188840259884]"
h32cm_minusx,perturbation,0.32,32.0,x,-1,True,,"[-0.06348281771240429, 0.20206256199913958, 0.97]","[-0.3834828177124043, 0.20206256199913958, 0.97]","[-0.3834828177124043, 0.20206256199913958, 0.97]","[-0.32, 0.0, 0.0]","[-0.2108148623929717, -0.01515982145785171, 1.1756771209255328]","[-0.2086928434272809, -0.01174031165121822, 1.1761583653941736]","[0.0005188349426210881, -4.100767135116826e-05, 0.0002716211628881471]"
h32cm_plusy,perturbation,0.32,32.0,y,1,True,,"[-0.06348281771240429, 0.20206256199913958, 0.97]","[-0.06348281771240429, 0.5220625619991396, 0.97]","[-0.06348281771240429, 0.5220625619991396, 0.97]","[0.0, 0.32, 0.0]","[-0.2108148623929717, -0.01515982145785171, 1.1756771209255328]","[-0.2092284700702391, -0.01079734501322139, 1.1755023468243495]","[-1.679170033710986e-05, 0.0009019589666456607, -0.0003843974069359657]"
h32cm_minusy,perturbation,0.32,32.0,y,-1,False,target_new_fixture_contact:29; target_new_fixture_contact:31; target_new_fixture_contact:32,"[-0.06348281771240429, 0.20206256199913958, 0.97]","[-0.06348281771240429, -0.11793743800086043, 0.97]","[-0.06348281771240429, -0.11793743800086043, 0.97]","[0.0, -0.32, 0.0]",null,null,null
