name,kind,h_meter,h_cm,axis,sign,scene_valid,invalid_reason,vanilla_target_pose,requested_target_pose,actual_target_pose,actual_displacement,eef_t_xyz,eef_t_plus_1_xyz,R
h02cm_minusx,perturbation,0.02,2.0,x,-1,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.21682435662356161, 0.20173353583306847, 1.08]","[-0.21682435662356161, 0.20173353583306847, 1.08]","[-0.01999999999999999, 0.0, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.21407795829539444, 0.009788916151943331, 1.1648648410272833]","[-0.0024573910680948108, -0.0001836202704610032, 0.0004753468974976194]"
h02cm_plusy,perturbation,0.02,2.0,y,1,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.19682435662356162, 0.22173353583306846, 1.08]","[-0.19682435662356162, 0.22173353583306846, 1.08]","[0.0, 0.01999999999999999, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.211881774365121, 0.008437237797464716, 1.1656539041735376]","[-0.0002612071378213787, -0.0015352986249396183, 0.0012644100437519956]"
h02cm_minusy,perturbation,0.02,2.0,y,-1,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.19682435662356162, 0.18173353583306848, 1.08]","[-0.19682435662356162, 0.18173353583306848, 1.08]","[0.0, -0.01999999999999999, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.21200497338588714, 0.00973935194280305, 1.1648393246240942]","[-0.00038440615858750804, -0.0002331844796012849, 0.00044983049430857847]"
h04cm_plusx,perturbation,0.04,4.0,x,1,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.15682435662356162, 0.20173353583306847, 1.08]","[-0.15682435662356162, 0.20173353583306847, 1.08]","[0.04000000000000001, 0.0, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.21407795829539444, 0.009788916151943331, 1.1648648410272833]","[-0.0024573910680948108, -0.0001836202704610032, 0.0004753468974976194]"
h04cm_minusx,perturbation,0.04,4.0,x,-1,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.23682435662356163, 0.20173353583306847, 1.08]","[-0.23682435662356163, 0.20173353583306847, 1.08]","[-0.04000000000000001, 0.0, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.21162056722729963, 0.009972536422404334, 1.1643894941297857]","[0.0, 0.0, 0.0]"
h04cm_plusy,perturbation,0.04,4.0,y,1,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.19682435662356162, 0.24173353583306847, 1.08]","[-0.19682435662356162, 0.24173353583306847, 1.08]","[0.0, 0.04000000000000001, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.21408083722685878, 0.009854044457803357, 1.1648655593515667]","[-0.002460269999559145, -0.0001184919646009773, 0.00047606522178100796]"
h04cm_minusy,perturbation,0.04,4.0,y,-1,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.19682435662356162, 0.16173353583306846, 1.08]","[-0.19682435662356162, 0.16173353583306846, 1.08]","[0.0, -0.04000000000000001, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.2128644650167713, 0.009456313267062448, 1.1638890951257983]","[-0.0012438977894716763, -0.0005162231553418866, -0.0005003990039873507]"
h08cm_plusx,perturbation,0.08,8.0,x,1,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.11682435662356162, 0.20173353583306847, 1.08]","[-0.11682435662356162, 0.20173353583306847, 1.08]","[0.08, 0.0, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.21308253324480986, 0.009498142143344036, 1.1645271391232166]","[-0.0014619660175102245, -0.0004743942790602987, 0.00013764499343094094]"
h08cm_minusx,perturbation,0.08,8.0,x,-1,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.27682435662356164, 0.20173353583306847, 1.08]","[-0.27682435662356164, 0.20173353583306847, 1.08]","[-0.08000000000000002, 0.0, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.2127819949813668, 0.009454788693693596, 1.164776643977187]","[-0.0011614277540671625, -0.0005177477287107383, 0.0003871498474012913]"
h08cm_plusy,perturbation,0.08,8.0,y,1,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.19682435662356162, 0.2817335358330685, 1.08]","[-0.19682435662356162, 0.2817335358330685, 1.08]","[0.0, 0.08000000000000002, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.21419068978312955, 0.008781230802131938, 1.163865824493615]","[-0.002570122555829918, -0.001191305620272396, -0.0005236696361705651]"
h08cm_minusy,perturbation,0.08,8.0,y,-1,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.19682435662356162, 0.12173353583306847, 1.08]","[-0.19682435662356162, 0.12173353583306847, 1.08]","[0.0, -0.08, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.21419031712305098, 0.00936953732826086, 1.1637497406646349]","[-0.0025697498957513443, -0.0006029990941434742, -0.0006397534651507719]"
h16cm_plusx,perturbation,0.16,16.0,x,1,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.03682435662356162, 0.20173353583306847, 1.08]","[-0.03682435662356162, 0.20173353583306847, 1.08]","[0.16, 0.0, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.2123622644045004, 0.01003189884159978, 1.1643786843567747]","[-0.0007416971772007674, 5.936241919544602e-05, -1.0809773010933554e-05]"
h16cm_minusx,perturbation,0.16,16.0,x,-1,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.3568243566235616, 0.20173353583306847, 1.08]","[-0.3568243566235616, 0.20173353583306847, 1.08]","[-0.15999999999999998, 0.0, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.2140115864209547, 0.008845396859206253, 1.1634974737989796]","[-0.0023910191936550584, -0.0011271395631980811, -0.0008920203308060426]"
h16cm_plusy,perturbation,0.16,16.0,y,1,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.19682435662356162, 0.36173353583306844, 1.08]","[-0.19682435662356162, 0.36173353583306844, 1.08]","[0.0, 0.15999999999999998, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.21418933801952142, 0.009462972014179019, 1.1635195435182972]","[-0.002568770792221786, -0.0005095644082253152, -0.0008699506114884237]"
h16cm_minusy,perturbation,0.16,16.0,y,-1,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.19682435662356162, 0.041733535833068464, 1.08]","[-0.19682435662356162, 0.041733535833068464, 1.08]","[0.0, -0.16, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.2122614061765505, 0.009963134513026895, 1.1646819564953166]","[-0.000640838949250877, -9.40190937743883e-06, 0.0002924623655309322]"
h32cm_plusx,perturbation,0.32,32.0,x,1,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[0.12317564337643838, 0.20173353583306847, 1.08]","[0.12317564337643838, 0.20173353583306847, 1.08]","[0.32, 0.0, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.2117754836598714, 0.009750743188646053, 1.165027281726019]","[-0.00015491643257176113, -0.00022179323375828147, 0.0006377875962333412]"
h32cm_minusx,perturbation,0.32,32.0,x,-1,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.5168243566235616, 0.20173353583306847, 1.08]","[-0.5168243566235616, 0.20173353583306847, 1.08]","[-0.32, 0.0, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.21160908214249755, 0.009609290680476926, 1.1644027769862433]","[1.1485084802087542e-05, -0.0003632457419274083, 1.3282856457630388e-05]"
h32cm_plusy,perturbation,0.32,32.0,y,1,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.19682435662356162, 0.5217335358330685, 1.08]","[-0.19682435662356162, 0.5217335358330685, 1.08]","[0.0, 0.32, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.21165046901811926, 0.009447852757514513, 1.1643530861019673]","[-2.9901790819630847e-05, -0.0005246836648898218, -3.640802781834651e-05]"
h32cm_minusy,perturbation,0.32,32.0,y,-1,True,,"[-0.19682435662356162, 0.20173353583306847, 1.08]","[-0.19682435662356162, -0.11826646416693154, 1.08]","[-0.19682435662356162, -0.11826646416693154, 1.08]","[0.0, -0.32, 0.0]","[-0.21512629744939726, 0.0073693716984816835, 1.1637081699062894]","[-0.21172327954366849, 0.009666042662923494, 1.164265368064739]","[-0.00010271231636885259, -0.00030649375948084076, -0.00012412606504663692]"
