name,kind,h_meter,h_cm,axis,sign,scene_valid,invalid_reason,vanilla_target_pose,requested_target_pose,actual_target_pose,actual_displacement,eef_t_xyz,eef_t_plus_1_xyz,R
h04cm_minusx,perturbation,0.04,4.0,x,-1,True,,"[-0.11958883265960131, -0.24435764560581766, -0.005000000000000001]","[-0.1595888326596013, -0.24435764560581766, -0.005000000000000001]","[-0.1595888326596013, -0.24435764560581766, -0.005000000000000001]","[-0.039999999999999994, 0.0, 0.0]","[-0.15392811704155876, -0.0006492343891413258, 0.25359348517137664]","[-0.15255804887728075, -0.0006194623572661662, 0.25451774614614203]","[0.0, 0.0, 0.0]"
h04cm_plusy,perturbation,0.04,4.0,y,1,True,,"[-0.11958883265960131, -0.24435764560581766, -0.005000000000000001]","[-0.11958883265960131, -0.20435764560581765, -0.005000000000000001]","[-0.11958883265960131, -0.20435764560581765, -0.005000000000000001]","[0.0, 0.04000000000000001, 0.0]","[-0.15392811704155876, -0.0006492343891413258, 0.25359348517137664]","[-0.15255804887728075, -0.0006194623572661662, 0.25451774614614203]","[0.0, 0.0, 0.0]"
h04cm_minusy,perturbation,0.04,4.0,y,-1,True,,"[-0.11958883265960131, -0.24435764560581766, -0.005000000000000001]","[-0.11958883265960131, -0.28435764560581767, -0.005000000000000001]","[-0.11958883265960131, -0.28435764560581767, -0.005000000000000001]","[0.0, -0.04000000000000001, 0.0]","[-0.15392811704155876, -0.0006492343891413258, 0.25359348517137664]","[-0.15255804887728075, -0.0006194623572661662, 0.25451774614614203]","[0.0, 0.0, 0.0]"
h08cm_plusx,perturbation,0.08,8.0,x,1,True,,"[-0.11958883265960131, -0.24435764560581766, -0.005000000000000001]","[-0.03958883265960131, -0.24435764560581766, -0.005000000000000001]","[-0.03958883265960131, -0.24435764560581766, -0.005000000000000001]","[0.08, 0.0, 0.0]","[-0.15392811704155876, -0.0006492343891413258, 0.25359348517137664]","[-0.15255804887728075, -0.0006194623572661662, 0.25451774614614203]","[0.0, 0.0, 0.0]"
h08cm_minusx,perturbation,0.08,8.0,x,-1,True,,"[-0.11958883265960131, -0.24435764560581766, -0.005000000000000001]","[-0.1995888326596013, -0.24435764560581766, -0.005000000000000001]","[-0.1995888326596013, -0.24435764560581766, -0.005000000000000001]","[-0.08, 0.0, 0.0]","[-0.15392811704155876, -0.0006492343891413258, 0.25359348517137664]","[-0.15255804887728075, -0.0006194623572661662, 0.25451774614614203]","[0.0, 0.0, 0.0]"
h08cm_plusy,perturbation,0.08,8.0,y,1,True,,"[-0.11958883265960131, -0.24435764560581766, -0.005000000000000001]","[-0.11958883265960131, -0.16435764560581767, -0.005000000000000001]","[-0.11958883265960131, -0.16435764560581767, -0.005000000000000001]","[0.0, 0.07999999999999999, 0.0]","[-0.15392811704155876, -0.0006492343891413258, 0.25359348517137664]","[-0.15255804887728075, -0.0006194623572661662, 0.25451774614614203]","[0.0, 0.0, 0.0]"
h08cm_minusy,perturbation,0.08,8.0,y,-1,True,,"[-0.11958883265960131, -0.24435764560581766, -0.005000000000000001]","[-0.11958883265960131, -0.32435764560581765, -0.005000000000000001]","[-0.11958883265960131, -0.32435764560581765, -0.005000000000000001]","[0.0, -0.07999999999999999, 0.0]","[-0.15392811704155876, -0.0006492343891413258, 0.25359348517137664]","[-0.15255804887728075, -0.0006194623572661662, 0.25451774614614203]","[0.0, 0.0, 0.0]"
h16cm_plusx,perturbation,0.16,16.0,x,1,True,,"[-0.11958883265960131, -0.24435764560581766, -0.005000000000000001]","[0.04041116734039869, -0.24435764560581766, -0.005000000000000001]","[0.04041116734039869, -0.24435764560581766, -0.005000000000000001]","[0.16, 0.0, 0.0]","[-0.15392811704155876, -0.0006492343891413258, 0.25359348517137664]","[-0.15255804887728075, -0.0006194623572661662, 0.25451774614614203]","[0.0, 0.0, 0.0]"
h16cm_minusx,perturbation,0.16,16.0,x,-1,True,,"[-0.11958883265960131, -0.24435764560581766, -0.005000000000000001]","[-0.2795888326596013, -0.24435764560581766, -0.005000000000000001]","[-0.2795888326596013, -0.24435764560581766, -0.005000000000000001]","[-0.16000000000000003, 0.0, 0.0]","[-0.15392811704155876, -0.0006492343891413258, 0.25359348517137664]","[-0.15255804887728075, -0.0006194623572661662, 0.25451774614614203]","[0.0, 0.0, 0.0]"
h16cm_plusy,perturbation,0.16,16.0,y,1,True,,"[-0.11958883265960131, -0.24435764560581766, -0.005000000000000001]","[-0.11958883265960131, -0.08435764560581765, -0.005000000000000001]","[-0.11958883265960131, -0.08435764560581765, -0.005000000000000001]","[0.0, 0.16, 0.0]","[-0.15392811704155876, -0.0006492343891413258, 0.25359348517137664]","[-0.15224644785596586, -0.002871287002701035, 0.25435443330794205]","[0.000311601021314889, -0.0022518246454348687, -0.00016331283819998044]"
h16cm_minusy,perturbation,0.16,16.0,y,-1,True,,"[-0.11958883265960131, -0.24435764560581766, -0.005000000000000001]","[-0.11958883265960131, -0.40435764560581766, -0.005000000000000001]","[-0.11958883265960131, -0.40435764560581766, -0.005000000000000001]","[0.0, -0.16, 0.0]","[-0.15392811704155876, -0.0006492343891413258, 0.25359348517137664]","[-0.15255804887728075, -0.0006194623572661662, 0.25451774614614203]","[0.0, 0.0, 0.0]"
h32cm_plusx,perturbation,0.32,32.0,x,1,True,,"[-0.11958883265960131, -0.24435764560581766, -0.005000000000000001]","[0.2004111673403987, -0.24435764560581766, -0.005000000000000001]","[0.2004111673403987, -0.24435764560581766, -0.005000000000000001]","[0.32, 0.0, 0.0]","[-0.15392811704155876, -0.0006492343891413258, 0.25359348517137664]","[-0.15255804887728075, -0.0006194623572661662, 0.25451774614614203]","[0.0, 0.0, 0.0]"
h32cm_minusx,perturbation,0.32,32.0,x,-1,True,,"[-0.11958883265960131, -0.24435764560581766, -0.005000000000000001]","[-0.4395888326596013, -0.24435764560581766, -0.005000000000000001]","[-0.4395888326596013, -0.24435764560581766, -0.005000000000000001]","[-0.32, 0.0, 0.0]","[-0.15392811704155876, -0.0006492343891413258, 0.25359348517137664]","[-0.15255804887728075, -0.0006194623572661662, 0.25451774614614203]","[0.0, 0.0, 0.0]"
h32cm_plusy,perturbation,0.32,32.0,y,1,False,target_contact_with_movable:orange_juice_1,"[-0.11958883265960131, -0.24435764560581766, -0.005000000000000001]","[-0.11958883265960131, 0.07564235439418235, -0.005000000000000001]","[-0.11958883265960131, 0.07564235439418235, -0.005000000000000001]","[0.0, 0.32, 0.0]",null,null,null
h32cm_minusy,perturbation,0.32,32.0,y,-1,True,,"[-0.11958883265960131, -0.24435764560581766, -0.005000000000000001]","[-0.11958883265960131, -0.5643576456058177, -0.005000000000000001]","[-0.11958883265960131, -0.5643576456058177, -0.005000000000000001]","[0.0, -0.32000000000000006, 0.0]","[-0.15392811704155876, -0.0006492343891413258, 0.25359348517137664]","[-0.15255804887728075, -0.0006194623572661662, 0.25451774614614203]","[0.0, 0.0, 0.0]"
