name,kind,h_meter,h_cm,axis,sign,scene_valid,invalid_reason,vanilla_target_pose,requested_target_pose,actual_target_pose,actual_displacement,eef_t_xyz,eef_t_plus_1_xyz,R
h04cm_minusx,perturbation,0.04,4.0,x,-1,True,,"[0.04607199348123641, -0.10264932772423524, 0.0]","[0.00607199348123641, -0.10264932772423524, 0.0]","[0.00607199348123641, -0.10264932772423524, 0.0]","[-0.04, 0.0, 0.0]","[-0.1333152865260226, 0.00042489250830865706, 0.27639822911292344]","[-0.13537773921416923, 0.0004633320157018837, 0.2744332700980695]","[0.0, 0.0, 0.0]"
h04cm_plusy,perturbation,0.04,4.0,y,1,True,,"[0.04607199348123641, -0.10264932772423524, 0.0]","[0.04607199348123641, -0.06264932772423523, 0.0]","[0.04607199348123641, -0.06264932772423523, 0.0]","[0.0, 0.04000000000000001, 0.0]","[-0.1333152865260226, 0.00042489250830865706, 0.27639822911292344]","[-0.13537773921416923, 0.0004633320157018837, 0.2744332700980695]","[0.0, 0.0, 0.0]"
h04cm_minusy,perturbation,0.04,4.0,y,-1,True,,"[0.04607199348123641, -0.10264932772423524, 0.0]","[0.04607199348123641, -0.14264932772423525, 0.0]","[0.04607199348123641, -0.14264932772423525, 0.0]","[0.0, -0.04000000000000001, 0.0]","[-0.1333152865260226, 0.00042489250830865706, 0.27639822911292344]","[-0.134933647407009, 0.00046332035368963046, 0.2743657472657316]","[0.0004440918071602351, -1.1662012253240914e-08, -6.752283233790735e-05]"
h08cm_plusx,perturbation,0.08,8.0,x,1,True,,"[0.04607199348123641, -0.10264932772423524, 0.0]","[0.1260719934812364, -0.10264932772423524, 0.0]","[0.1260719934812364, -0.10264932772423524, 0.0]","[0.07999999999999999, 0.0, 0.0]","[-0.1333152865260226, 0.00042489250830865706, 0.27639822911292344]","[-0.134933647407009, 0.00046332035368963046, 0.2743657472657316]","[0.0004440918071602351, -1.1662012253240914e-08, -6.752283233790735e-05]"
h08cm_minusx,perturbation,0.08,8.0,x,-1,True,,"[0.04607199348123641, -0.10264932772423524, 0.0]","[-0.03392800651876359, -0.10264932772423524, 0.0]","[-0.03392800651876359, -0.10264932772423524, 0.0]","[-0.08, 0.0, 0.0]","[-0.1333152865260226, 0.00042489250830865706, 0.27639822911292344]","[-0.13537773921416923, 0.0004633320157018837, 0.2744332700980695]","[0.0, 0.0, 0.0]"
h08cm_plusy,perturbation,0.08,8.0,y,1,True,,"[0.04607199348123641, -0.10264932772423524, 0.0]","[0.04607199348123641, -0.022649327724235238, 0.0]","[0.04607199348123641, -0.022649327724235238, 0.0]","[0.0, 0.08, 0.0]","[-0.1333152865260226, 0.00042489250830865706, 0.27639822911292344]","[-0.134933647407009, 0.00046332035368963046, 0.2743657472657316]","[0.0004440918071602351, -1.1662012253240914e-08, -6.752283233790735e-05]"
h08cm_minusy,perturbation,0.08,8.0,y,-1,False,target_contact_with_movable:tomato_sauce_1,"[0.04607199348123641, -0.10264932772423524, 0.0]","[0.04607199348123641, -0.18264932772423526, 0.0]","[0.04607199348123641, -0.18264932772423526, 0.0]","[0.0, -0.08000000000000002, 0.0]",null,null,null
h16cm_plusx,perturbation,0.16,16.0,x,1,True,,"[0.04607199348123641, -0.10264932772423524, 0.0]","[0.20607199348123642, -0.10264932772423524, 0.0]","[0.20607199348123642, -0.10264932772423524, 0.0]","[0.16, 0.0, 0.0]","[-0.1333152865260226, 0.00042489250830865706, 0.27639822911292344]","[-0.135068581535059, 0.0003553438835493253, 0.2742314916070212]","[0.0003091576791102446, -0.00010798813215255837, -0.00020177849104829892]"
h16cm_minusx,perturbation,0.16,16.0,x,-1,True,,"[0.04607199348123641, -0.10264932772423524, 0.0]","[-0.11392800651876359, -0.10264932772423524, 0.0]","[-0.11392800651876359, -0.10264932772423524, 0.0]","[-0.16, 0.0, 0.0]","[-0.1333152865260226, 0.00042489250830865706, 0.27639822911292344]","[-0.13537773921416923, 0.0004633320157018837, 0.2744332700980695]","[0.0, 0.0, 0.0]"
h16cm_plusy,perturbation,0.16,16.0,y,1,True,,"[0.04607199348123641, -0.10264932772423524, 0.0]","[0.04607199348123641, 0.057350672275764764, 0.0]","[0.04607199348123641, 0.057350672275764764, 0.0]","[0.0, 0.16, 0.0]","[-0.1333152865260226, 0.00042489250830865706, 0.27639822911292344]","[-0.134933647407009, 0.00046332035368963046, 0.2743657472657316]","[0.0004440918071602351, -1.1662012253240914e-08, -6.752283233790735e-05]"
h16cm_minusy,perturbation,0.16,16.0,y,-1,True,,"[0.04607199348123641, -0.10264932772423524, 0.0]","[0.04607199348123641, -0.2626493277242352, 0.0]","[0.04607199348123641, -0.2626493277242352, 0.0]","[0.0, -0.15999999999999998, 0.0]","[-0.1333152865260226, 0.00042489250830865706, 0.27639822911292344]","[-0.134933647407009, 0.00046332035368963046, 0.2743657472657316]","[0.0004440918071602351, -1.1662012253240914e-08, -6.752283233790735e-05]"
h32cm_plusx,perturbation,0.32,32.0,x,1,True,,"[0.04607199348123641, -0.10264932772423524, 0.0]","[0.3660719934812364, -0.10264932772423524, 0.0]","[0.3660719934812364, -0.10264932772423524, 0.0]","[0.32, 0.0, 0.0]","[-0.1333152865260226, 0.00042489250830865706, 0.27639822911292344]","[-0.134933647407009, 0.00046332035368963046, 0.2743657472657316]","[0.0004440918071602351, -1.1662012253240914e-08, -6.752283233790735e-05]"
h32cm_minusx,perturbation,0.32,32.0,x,-1,True,,"[0.04607199348123641, -0.10264932772423524, 0.0]","[-0.2739280065187636, -0.10264932772423524, 0.0]","[-0.2739280065187636, -0.10264932772423524, 0.0]","[-0.32, 0.0, 0.0]","[-0.1333152865260226, 0.00042489250830865706, 0.27639822911292344]","[-0.13537773921416923, 0.0004633320157018837, 0.2744332700980695]","[0.0, 0.0, 0.0]"
h32cm_plusy,perturbation,0.32,32.0,y,1,True,,"[0.04607199348123641, -0.10264932772423524, 0.0]","[0.04607199348123641, 0.21735067227576477, 0.0]","[0.04607199348123641, 0.21735067227576477, 0.0]","[0.0, 0.32, 0.0]","[-0.1333152865260226, 0.00042489250830865706, 0.27639822911292344]","[-0.134933647407009, 0.00046332035368963046, 0.2743657472657316]","[0.0004440918071602351, -1.1662012253240914e-08, -6.752283233790735e-05]"
h32cm_minusy,perturbation,0.32,32.0,y,-1,True,,"[0.04607199348123641, -0.10264932772423524, 0.0]","[0.04607199348123641, -0.42264932772423525, 0.0]","[0.04607199348123641, -0.42264932772423525, 0.0]","[0.0, -0.32, 0.0]","[-0.1333152865260226, 0.00042489250830865706, 0.27639822911292344]","[-0.134933647407009, 0.00046332035368963046, 0.2743657472657316]","[0.0004440918071602351, -1.1662012253240914e-08, -6.752283233790735e-05]"
