name,kind,h_meter,h_cm,axis,sign,scene_valid,invalid_reason,vanilla_target_pose,requested_target_pose,actual_target_pose,actual_displacement,eef_t_xyz,eef_t_plus_1_xyz,R
h02cm_minusx,perturbation,0.02,2.0,x,-1,True,,"[-0.12, -0.24000000000000002, 0.015]","[-0.13999999999999999, -0.24000000000000002, 0.015]","[-0.13999999999999999, -0.24000000000000002, 0.015]","[-0.01999999999999999, 0.0, 0.0]","[-0.1564437536703257, -0.008796156048331612, 0.2421925486863506]","[-0.15519358014050672, -0.009141794465604536, 0.24387032949173348]","[-0.000288198558265812, 7.738671064192251e-06, -0.00021033782509977117]"
h02cm_plusy,perturbation,0.02,2.0,y,1,True,,"[-0.12, -0.24000000000000002, 0.015]","[-0.12, -0.22000000000000003, 0.015]","[-0.12, -0.22000000000000003, 0.015]","[0.0, 0.01999999999999999, 0.0]","[-0.1564437536703257, -0.008796156048331612, 0.2421925486863506]","[-0.15519358014050672, -0.009141794465604536, 0.24387032949173348]","[-0.000288198558265812, 7.738671064192251e-06, -0.00021033782509977117]"
h02cm_minusy,perturbation,0.02,2.0,y,-1,True,,"[-0.12, -0.24000000000000002, 0.015]","[-0.12, -0.26, 0.015]","[-0.12, -0.26, 0.015]","[0.0, -0.01999999999999999, 0.0]","[-0.1564437536703257, -0.008796156048331612, 0.2421925486863506]","[-0.15519358014050672, -0.009141794465604536, 0.24387032949173348]","[-0.000288198558265812, 7.738671064192251e-06, -0.00021033782509977117]"
h04cm_plusx,perturbation,0.04,4.0,x,1,True,,"[-0.12, -0.24000000000000002, 0.015]","[-0.07999999999999999, -0.24000000000000002, 0.015]","[-0.07999999999999999, -0.24000000000000002, 0.015]","[0.04000000000000001, 0.0, 0.0]","[-0.1564437536703257, -0.008796156048331612, 0.2421925486863506]","[-0.15519358014050672, -0.009141794465604536, 0.24387032949173348]","[-0.000288198558265812, 7.738671064192251e-06, -0.00021033782509977117]"
h04cm_minusx,perturbation,0.04,4.0,x,-1,True,,"[-0.12, -0.24000000000000002, 0.015]","[-0.16, -0.24000000000000002, 0.015]","[-0.16, -0.24000000000000002, 0.015]","[-0.04000000000000001, 0.0, 0.0]","[-0.1564437536703257, -0.008796156048331612, 0.2421925486863506]","[-0.1552070503883594, -0.009727224923280013, 0.24386208967330633]","[-0.0003016688061185102, -0.0005776917866112848, -0.00021857764352692377]"
h04cm_plusy,perturbation,0.04,4.0,y,1,True,,"[-0.12, -0.24000000000000002, 0.015]","[-0.12, -0.2, 0.015]","[-0.12, -0.2, 0.015]","[0.0, 0.04000000000000001, 0.0]","[-0.1564437536703257, -0.008796156048331612, 0.2421925486863506]","[-0.15519358014050672, -0.009141794465604536, 0.24387032949173348]","[-0.000288198558265812, 7.738671064192251e-06, -0.00021033782509977117]"
h04cm_minusy,perturbation,0.04,4.0,y,-1,True,,"[-0.12, -0.24000000000000002, 0.015]","[-0.12, -0.28, 0.015]","[-0.12, -0.28, 0.015]","[0.0, -0.04000000000000001, 0.0]","[-0.1564437536703257, -0.008796156048331612, 0.2421925486863506]","[-0.1549053815822409, -0.009149533136668728, 0.24408066731683326]","[0.0, 0.0, 0.0]"
h08cm_plusx,perturbation,0.08,8.0,x,1,True,,"[-0.12, -0.24000000000000002, 0.015]","[-0.039999999999999994, -0.24000000000000002, 0.015]","[-0.039999999999999994, -0.24000000000000002, 0.015]","[0.08, 0.0, 0.0]","[-0.1564437536703257, -0.008796156048331612, 0.2421925486863506]","[-0.1549053815822409, -0.009149533136668728, 0.24408066731683326]","[0.0, 0.0, 0.0]"
h08cm_minusx,perturbation,0.08,8.0,x,-1,True,,"[-0.12, -0.24000000000000002, 0.015]","[-0.2, -0.24000000000000002, 0.015]","[-0.2, -0.24000000000000002, 0.015]","[-0.08000000000000002, 0.0, 0.0]","[-0.1564437536703257, -0.008796156048331612, 0.2421925486863506]","[-0.15519358014050672, -0.009141794465604536, 0.24387032949173348]","[-0.000288198558265812, 7.738671064192251e-06, -0.00021033782509977117]"
h08cm_plusy,perturbation,0.08,8.0,y,1,True,,"[-0.12, -0.24000000000000002, 0.015]","[-0.12, -0.16000000000000003, 0.015]","[-0.12, -0.16000000000000003, 0.015]","[0.0, 0.07999999999999999, 0.0]","[-0.1564437536703257, -0.008796156048331612, 0.2421925486863506]","[-0.15519358014050672, -0.009141794465604536, 0.24387032949173348]","[-0.000288198558265812, 7.738671064192251e-06, -0.00021033782509977117]"
h08cm_minusy,perturbation,0.08,8.0,y,-1,True,,"[-0.12, -0.24000000000000002, 0.015]","[-0.12, -0.32, 0.015]","[-0.12, -0.32, 0.015]","[0.0, -0.07999999999999999, 0.0]","[-0.1564437536703257, -0.008796156048331612, 0.2421925486863506]","[-0.1549053815822409, -0.009149533136668728, 0.24408066731683326]","[0.0, 0.0, 0.0]"
h16cm_plusx,perturbation,0.16,16.0,x,1,True,,"[-0.12, -0.24000000000000002, 0.015]","[0.04000000000000001, -0.24000000000000002, 0.015]","[0.04000000000000001, -0.24000000000000002, 0.015]","[0.16, 0.0, 0.0]","[-0.1564437536703257, -0.008796156048331612, 0.2421925486863506]","[-0.15508135093104772, -0.009143875666406736, 0.24395195509765372]","[-0.0001759693488068148, 5.657470261991732e-06, -0.00012871221917953868]"
h16cm_minusx,perturbation,0.16,16.0,x,-1,True,,"[-0.12, -0.24000000000000002, 0.015]","[-0.28, -0.24000000000000002, 0.015]","[-0.28, -0.24000000000000002, 0.015]","[-0.16000000000000003, 0.0, 0.0]","[-0.1564437536703257, -0.008796156048331612, 0.2421925486863506]","[-0.1551506259156552, -0.009712660207683712, 0.24390310760723782]","[-0.00024524433341430174, -0.0005631270710149839, -0.00017755970959543177]"
h16cm_plusy,perturbation,0.16,16.0,y,1,True,,"[-0.12, -0.24000000000000002, 0.015]","[-0.12, -0.08000000000000002, 0.015]","[-0.12, -0.08000000000000002, 0.015]","[0.0, 0.16, 0.0]","[-0.1564437536703257, -0.008796156048331612, 0.2421925486863506]","[-0.1549053815822409, -0.009149533136668728, 0.24408066731683326]","[0.0, 0.0, 0.0]"
h16cm_minusy,perturbation,0.16,16.0,y,-1,True,,"[-0.12, -0.24000000000000002, 0.015]","[-0.12, -0.4, 0.015]","[-0.12, -0.4, 0.015]","[0.0, -0.16, 0.0]","[-0.1564437536703257, -0.008796156048331612, 0.2421925486863506]","[-0.15447323213592284, -0.009447377419622894, 0.24438321352167608]","[0.00043214944631805863, -0.00029784428295416554, 0.000302546204842824]"
h32cm_plusx,perturbation,0.32,32.0,x,1,True,,"[-0.12, -0.24000000000000002, 0.015]","[0.2, -0.24000000000000002, 0.015]","[0.2, -0.24000000000000002, 0.015]","[0.32, 0.0, 0.0]","[-0.1564437536703257, -0.008796156048331612, 0.2421925486863506]","[-0.15519358014050672, -0.009141794465604536, 0.24387032949173348]","[-0.000288198558265812, 7.738671064192251e-06, -0.00021033782509977117]"
h32cm_minusx,perturbation,0.32,32.0,x,-1,True,,"[-0.12, -0.24000000000000002, 0.015]","[-0.44, -0.24000000000000002, 0.015]","[-0.44, -0.24000000000000002, 0.015]","[-0.32, 0.0, 0.0]","[-0.1564437536703257, -0.008796156048331612, 0.2421925486863506]","[-0.15485188368817673, -0.010139755860445932, 0.2437160494522758]","[5.349789406416949e-05, -0.0009902227237772038, -0.0003646178645574649]"
h32cm_plusy,perturbation,0.32,32.0,y,1,False,target_contact_with_movable:cream_cheese_1,"[-0.12, -0.24000000000000002, 0.015]","[-0.12, 0.07999999999999999, 0.015]","[-0.12, 0.07999999999999999, 0.015]","[0.0, 0.32, 0.0]",null,null,null
h32cm_minusy,perturbation,0.32,32.0,y,-1,True,,"[-0.12, -0.24000000000000002, 0.015]","[-0.12, -0.56, 0.015]","[-0.12, -0.56, 0.015]","[0.0, -0.32000000000000006, 0.0]","[-0.1564437536703257, -0.008796156048331612, 0.2421925486863506]","[-0.15519358014050672, -0.009141794465604536, 0.24387032949173348]","[-0.000288198558265812, 7.738671064192251e-06, -0.00021033782509977117]"
