name,kind,h_meter,h_cm,axis,sign,scene_valid,invalid_reason,vanilla_target_pose,requested_target_pose,actual_target_pose,actual_displacement,eef_t_xyz,eef_t_plus_1_xyz,R
h04cm_plusx,perturbation,0.04,4.0,x,1,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.07999999999999999, -0.24000000000000002, 0.034999999999999996]","[-0.07999999999999999, -0.24000000000000002, 0.034999999999999996]","[0.04000000000000001, 0.0, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068609263874725, -0.00808653757864287, 0.2542931667519382]","[1.1939609335653856e-06, -0.00012872251404845263, 7.466960743690576e-05]"
h04cm_minusx,perturbation,0.04,4.0,x,-1,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.16, -0.24000000000000002, 0.034999999999999996]","[-0.16, -0.24000000000000002, 0.034999999999999996]","[-0.04000000000000001, 0.0, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068728659968082, -0.007957815064594417, 0.2542184971445013]","[0.0, 0.0, 0.0]"
h04cm_plusy,perturbation,0.04,4.0,y,1,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.12, -0.2, 0.034999999999999996]","[-0.12, -0.2, 0.034999999999999996]","[0.0, 0.04000000000000001, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068728659968082, -0.007957815064594417, 0.2542184971445013]","[0.0, 0.0, 0.0]"
h04cm_minusy,perturbation,0.04,4.0,y,-1,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.12, -0.28, 0.034999999999999996]","[-0.12, -0.28, 0.034999999999999996]","[0.0, -0.04000000000000001, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068728659968082, -0.007957815064594417, 0.2542184971445013]","[0.0, 0.0, 0.0]"
h08cm_plusx,perturbation,0.08,8.0,x,1,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.039999999999999994, -0.24000000000000002, 0.034999999999999996]","[-0.039999999999999994, -0.24000000000000002, 0.034999999999999996]","[0.08, 0.0, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068609263874725, -0.00808653757864287, 0.2542931667519382]","[1.1939609335653856e-06, -0.00012872251404845263, 7.466960743690576e-05]"
h08cm_minusx,perturbation,0.08,8.0,x,-1,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.2, -0.24000000000000002, 0.034999999999999996]","[-0.2, -0.24000000000000002, 0.034999999999999996]","[-0.08000000000000002, 0.0, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068728659968082, -0.007957815064594417, 0.2542184971445013]","[0.0, 0.0, 0.0]"
h08cm_plusy,perturbation,0.08,8.0,y,1,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.12, -0.16000000000000003, 0.034999999999999996]","[-0.12, -0.16000000000000003, 0.034999999999999996]","[0.0, 0.07999999999999999, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068609263874725, -0.00808653757864287, 0.2542931667519382]","[1.1939609335653856e-06, -0.00012872251404845263, 7.466960743690576e-05]"
h08cm_minusy,perturbation,0.08,8.0,y,-1,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.12, -0.32, 0.034999999999999996]","[-0.12, -0.32, 0.034999999999999996]","[0.0, -0.07999999999999999, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068609263874725, -0.00808653757864287, 0.2542931667519382]","[1.1939609335653856e-06, -0.00012872251404845263, 7.466960743690576e-05]"
h16cm_plusx,perturbation,0.16,16.0,x,1,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[0.04000000000000001, -0.24000000000000002, 0.034999999999999996]","[0.04000000000000001, -0.24000000000000002, 0.034999999999999996]","[0.16, 0.0, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068728659968082, -0.007957815064594417, 0.2542184971445013]","[0.0, 0.0, 0.0]"
h16cm_minusx,perturbation,0.16,16.0,x,-1,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.28, -0.24000000000000002, 0.034999999999999996]","[-0.28, -0.24000000000000002, 0.034999999999999996]","[-0.16000000000000003, 0.0, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068728659968082, -0.007957815064594417, 0.2542184971445013]","[0.0, 0.0, 0.0]"
h16cm_plusy,perturbation,0.16,16.0,y,1,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.12, -0.08000000000000002, 0.034999999999999996]","[-0.12, -0.08000000000000002, 0.034999999999999996]","[0.0, 0.16, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068609263874725, -0.00808653757864287, 0.2542931667519382]","[1.1939609335653856e-06, -0.00012872251404845263, 7.466960743690576e-05]"
h16cm_minusy,perturbation,0.16,16.0,y,-1,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.12, -0.4, 0.034999999999999996]","[-0.12, -0.4, 0.034999999999999996]","[0.0, -0.16, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068728659968082, -0.007957815064594417, 0.2542184971445013]","[0.0, 0.0, 0.0]"
h32cm_plusx,perturbation,0.32,32.0,x,1,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[0.2, -0.24000000000000002, 0.034999999999999996]","[0.2, -0.24000000000000002, 0.034999999999999996]","[0.32, 0.0, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16079846913099774, -0.008163236618827967, 0.25429762868206185]","[-0.00011118253131692235, -0.00020542155423355045, 7.913153756056168e-05]"
h32cm_minusx,perturbation,0.32,32.0,x,-1,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.44, -0.24000000000000002, 0.034999999999999996]","[-0.44, -0.24000000000000002, 0.034999999999999996]","[-0.32, 0.0, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16130987394460208, -0.014319538441497751, 0.2534879180929652]","[-0.000622587344921266, -0.006361723376903335, -0.0007305790515360622]"
h32cm_plusy,perturbation,0.32,32.0,y,1,False,target_contact_with_movable:bbq_sauce_1,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.12, 0.07999999999999999, 0.034999999999999996]","[-0.12, 0.07999999999999999, 0.034999999999999996]","[0.0, 0.32, 0.0]",null,null,null
h32cm_minusy,perturbation,0.32,32.0,y,-1,True,,"[-0.12, -0.24000000000000002, 0.034999999999999996]","[-0.12, -0.56, 0.034999999999999996]","[-0.12, -0.56, 0.034999999999999996]","[0.0, -0.32000000000000006, 0.0]","[-0.16358111264977904, -0.013699562329564726, 0.2525337638489916]","[-0.16068609263874725, -0.00808653757864287, 0.2542931667519382]","[1.1939609335653856e-06, -0.00012872251404845263, 7.466960743690576e-05]"
