name,kind,h_meter,h_cm,axis,sign,scene_valid,invalid_reason,vanilla_target_pose,requested_target_pose,actual_target_pose,actual_displacement,eef_t_xyz,eef_t_plus_1_xyz,R
h02cm_minusx,perturbation,0.02,2.0,x,-1,True,,"[0.038944822138478094, -0.2651063558710821, 1.2315200000000002]","[0.018944822138478094, -0.2651063558710821, 1.2315200000000002]","[0.018944822138478094, -0.2651063558710821, 1.2315200000000002]","[-0.02, 0.0, 0.0]","[-0.21222314138731427, -0.007258360039587556, 1.1806633786403533]","[-0.21056538705156874, -0.008262504575784221, 1.182084061328723]","[9.587885216347236e-05, 0.0009450398366262734, -0.00020051505409313108]"
h02cm_plusy,perturbation,0.02,2.0,y,1,True,,"[0.038944822138478094, -0.2651063558710821, 1.2315200000000002]","[0.038944822138478094, -0.24510635587108212, 1.2315200000000002]","[0.038944822138478094, -0.24510635587108212, 1.2315200000000002]","[0.0, 0.01999999999999999, 0.0]","[-0.21222314138731427, -0.007258360039587556, 1.1806633786403533]","[-0.20927632692374049, -0.00820097950277029, 1.1828820941379314]","[0.0013849389799917289, 0.001006564909640205, 0.0005975177551154065]"
h02cm_minusy,perturbation,0.02,2.0,y,-1,True,,"[0.038944822138478094, -0.2651063558710821, 1.2315200000000002]","[0.038944822138478094, -0.28510635587108213, 1.2315200000000002]","[0.038944822138478094, -0.28510635587108213, 1.2315200000000002]","[0.0, -0.020000000000000018, 0.0]","[-0.21222314138731427, -0.007258360039587556, 1.1806633786403533]","[-0.21043236201902557, -0.009176640141735937, 1.1827096158953427]","[0.0002289038847066438, 3.090427067455742e-05, 0.0004250395125267037]"
h04cm_plusx,perturbation,0.04,4.0,x,1,True,,"[0.038944822138478094, -0.2651063558710821, 1.2315200000000002]","[0.07894482213847809, -0.2651063558710821, 1.2315200000000002]","[0.07894482213847809, -0.2651063558710821, 1.2315200000000002]","[0.039999999999999994, 0.0, 0.0]","[-0.21222314138731427, -0.007258360039587556, 1.1806633786403533]","[-0.2104376000459028, -0.009219197527625882, 1.1824578323985657]","[0.00022366585782940263, -1.1653115215387935e-05, 0.00017325601574968985]"
h04cm_minusx,perturbation,0.04,4.0,x,-1,True,,"[0.038944822138478094, -0.2651063558710821, 1.2315200000000002]","[-0.0010551778615219068, -0.2651063558710821, 1.2315200000000002]","[-0.0010551778615219068, -0.2651063558710821, 1.2315200000000002]","[-0.04, 0.0, 0.0]","[-0.21222314138731427, -0.007258360039587556, 1.1806633786403533]","[-0.21056538705156874, -0.008262504575784221, 1.182084061328723]","[9.587885216347236e-05, 0.0009450398366262734, -0.00020051505409313108]"
h04cm_plusy,perturbation,0.04,4.0,y,1,True,,"[0.038944822138478094, -0.2651063558710821, 1.2315200000000002]","[0.038944822138478094, -0.2251063558710821, 1.2315200000000002]","[0.038944822138478094, -0.2251063558710821, 1.2315200000000002]","[0.0, 0.04000000000000001, 0.0]","[-0.21222314138731427, -0.007258360039587556, 1.1806633786403533]","[-0.20927632692374049, -0.00820097950277029, 1.1828820941379314]","[0.0013849389799917289, 0.001006564909640205, 0.0005975177551154065]"
h04cm_minusy,perturbation,0.04,4.0,y,-1,True,,"[0.038944822138478094, -0.2651063558710821, 1.2315200000000002]","[0.038944822138478094, -0.3051063558710821, 1.2315200000000002]","[0.038944822138478094, -0.3051063558710821, 1.2315200000000002]","[0.0, -0.03999999999999998, 0.0]","[-0.21222314138731427, -0.007258360039587556, 1.1806633786403533]","[-0.21066126590373221, -0.009207544412410494, 1.182284576382816]","[0.0, 0.0, 0.0]"
h08cm_plusx,perturbation,0.08,8.0,x,1,True,,"[0.038944822138478094, -0.2651063558710821, 1.2315200000000002]","[0.1189448221384781, -0.2651063558710821, 1.2315200000000002]","[0.1189448221384781, -0.2651063558710821, 1.2315200000000002]","[0.08, 0.0, 0.0]","[-0.21222314138731427, -0.007258360039587556, 1.1806633786403533]","[-0.21066126590373221, -0.009207544412410494, 1.182284576382816]","[0.0, 0.0, 0.0]"
h08cm_minusx,perturbation,0.08,8.0,x,-1,True,,"[0.038944822138478094, -0.2651063558710821, 1.2315200000000002]","[-0.04105517786152191, -0.2651063558710821, 1.2315200000000002]","[-0.04105517786152191, -0.2651063558710821, 1.2315200000000002]","[-0.08, 0.0, 0.0]","[-0.21222314138731427, -0.007258360039587556, 1.1806633786403533]","[-0.21051895001776808, -0.007582689532792036, 1.1828771890972518]","[0.00014231588596413935, 0.0016248548796184582, 0.0005926127144357807]"
h08cm_plusy,perturbation,0.08,8.0,y,1,True,,"[0.038944822138478094, -0.2651063558710821, 1.2315200000000002]","[0.038944822138478094, -0.1851063558710821, 1.2315200000000002]","[0.038944822138478094, -0.1851063558710821, 1.2315200000000002]","[0.0, 0.08000000000000002, 0.0]","[-0.21222314138731427, -0.007258360039587556, 1.1806633786403533]","[-0.2094147884723836, -0.00881033897047263, 1.1827570721310645]","[0.0012464774313486193, 0.0003972054419378642, 0.0004724957482484804]"
h08cm_minusy,perturbation,0.08,8.0,y,-1,True,,"[0.038944822138478094, -0.2651063558710821, 1.2315200000000002]","[0.038944822138478094, -0.3451063558710821, 1.2315200000000002]","[0.038944822138478094, -0.3451063558710821, 1.2315200000000002]","[0.0, -0.08000000000000002, 0.0]","[-0.21222314138731427, -0.007258360039587556, 1.1806633786403533]","[-0.21066167494945565, -0.00921837069888988, 1.182284673262542]","[-4.090457234318112e-07, -1.0826286479385591e-05, 9.687972601923889e-08]"
h16cm_plusx,perturbation,0.16,16.0,x,1,True,,"[0.038944822138478094, -0.2651063558710821, 1.2315200000000002]","[0.19894482213847808, -0.2651063558710821, 1.2315200000000002]","[0.19894482213847808, -0.2651063558710821, 1.2315200000000002]","[0.15999999999999998, 0.0, 0.0]","[-0.21222314138731427, -0.007258360039587556, 1.1806633786403533]","[-0.21066126590373221, -0.009207544412410494, 1.182284576382816]","[0.0, 0.0, 0.0]"
h16cm_minusx,perturbation,0.16,16.0,x,-1,True,,"[0.038944822138478094, -0.2651063558710821, 1.2315200000000002]","[-0.12105517786152191, -0.2651063558710821, 1.2315200000000002]","[-0.12105517786152191, -0.2651063558710821, 1.2315200000000002]","[-0.16, 0.0, 0.0]","[-0.21222314138731427, -0.007258360039587556, 1.1806633786403533]","[-0.209973467063751, -0.008501466686481279, 1.1821905939407402]","[0.0006877988399812129, 0.0007060777259292154, -9.398244207581286e-05]"
h16cm_plusy,perturbation,0.16,16.0,y,1,True,,"[0.038944822138478094, -0.2651063558710821, 1.2315200000000002]","[0.038944822138478094, -0.10510635587108211, 1.2315200000000002]","[0.038944822138478094, -0.10510635587108211, 1.2315200000000002]","[0.0, 0.16, 0.0]","[-0.21222314138731427, -0.007258360039587556, 1.1806633786403533]","[-0.21115494594294804, -0.0022262590602216623, 1.1804767387583945]","[-0.0004936800392158214, 0.006981285352188832, -0.0018078376244214933]"
h16cm_minusy,perturbation,0.16,16.0,y,-1,True,,"[0.038944822138478094, -0.2651063558710821, 1.2315200000000002]","[0.038944822138478094, -0.42510635587108214, 1.2315200000000002]","[0.038944822138478094, -0.42510635587108214, 1.2315200000000002]","[0.0, -0.16000000000000003, 0.0]","[-0.21222314138731427, -0.007258360039587556, 1.1806633786403533]","[-0.21066167494945565, -0.00921837069888988, 1.182284673262542]","[-4.090457234318112e-07, -1.0826286479385591e-05, 9.687972601923889e-08]"
h32cm_plusx,perturbation,0.32,32.0,x,1,True,,"[0.038944822138478094, -0.2651063558710821, 1.2315200000000002]","[0.3589448221384781, -0.2651063558710821, 1.2315200000000002]","[0.3589448221384781, -0.2651063558710821, 1.2315200000000002]","[0.32, 0.0, 0.0]","[-0.21222314138731427, -0.007258360039587556, 1.1806633786403533]","[-0.21066167494945565, -0.00921837069888988, 1.182284673262542]","[-4.090457234318112e-07, -1.0826286479385591e-05, 9.687972601923889e-08]"
h32cm_minusx,perturbation,0.32,32.0,x,-1,True,,"[0.038944822138478094, -0.2651063558710821, 1.2315200000000002]","[-0.2810551778615219, -0.2651063558710821, 1.2315200000000002]","[-0.2810551778615219, -0.2651063558710821, 1.2315200000000002]","[-0.32, 0.0, 0.0]","[-0.21222314138731427, -0.007258360039587556, 1.1806633786403533]","[-0.21049871755949628, -0.00880631215358588, 1.1819352561750185]","[0.0001625483442359299, 0.00040123225882461415, -0.00034932020779754325]"
h32cm_plusy,perturbation,0.32,32.0,y,1,True,,"[0.038944822138478094, -0.2651063558710821, 1.2315200000000002]","[0.038944822138478094, 0.054893644128917896, 1.2315200000000002]","[0.038944822138478094, 0.054893644128917896, 1.2315200000000002]","[0.0, 0.32, 0.0]","[-0.21222314138731427, -0.007258360039587556, 1.1806633786403533]","[-0.21060561750609566, -0.0017439507325981833, 1.1779432245419468]","[5.564839763655405e-05, 0.007463593679812312, -0.004341351840869256]"
h32cm_minusy,perturbation,0.32,32.0,y,-1,True,,"[0.038944822138478094, -0.2651063558710821, 1.2315200000000002]","[0.038944822138478094, -0.5851063558710821, 1.2315200000000002]","[0.038944822138478094, -0.5851063558710821, 1.2315200000000002]","[0.0, -0.31999999999999995, 0.0]","[-0.21222314138731427, -0.007258360039587556, 1.1806633786403533]","[-0.21066167494945565, -0.00921837069888988, 1.182284673262542]","[-4.090457234318112e-07, -1.0826286479385591e-05, 9.687972601923889e-08]"
