name,kind,h_meter,h_cm,axis,sign,scene_valid,invalid_reason,vanilla_target_pose,requested_target_pose,actual_target_pose,actual_displacement,eef_t_xyz,eef_t_plus_1_xyz,R
h04cm_plusy,perturbation,0.04,4.0,y,1,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.2621465774637912, -0.09139198629843864, 1.01]","[-0.2621465774637912, -0.09139198629843864, 1.01]","[0.0, 0.04000000000000001, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.22022547470076315, 0.01756479825153116, 1.1512916298826734]","[-0.0002406507462271168, -0.00025561559923611976, -0.00013575020587541786]"
h04cm_minusy,perturbation,0.04,4.0,y,-1,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.2621465774637912, -0.17139198629843866, 1.01]","[-0.2621465774637912, -0.17139198629843866, 1.01]","[0.0, -0.04000000000000001, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.21745559992316194, 0.02237272824196966, 1.1533965256107042]","[0.0025292240313740944, 0.004552314391202381, 0.0019691455221553245]"
h08cm_plusx,perturbation,0.08,8.0,x,1,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.1821465774637912, -0.13139198629843865, 1.01]","[-0.1821465774637912, -0.13139198629843865, 1.01]","[0.08000000000000002, 0.0, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.2202828146948992, 0.016943978650748873, 1.1522294505900685]","[-0.00029799074036315765, -0.0008764352000184064, 0.0008020705015197027]"
h08cm_minusx,perturbation,0.08,8.0,x,-1,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.34214657746379123, -0.13139198629843865, 1.01]","[-0.34214657746379123, -0.13139198629843865, 1.01]","[-0.08000000000000002, 0.0, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.21750144689781073, 0.022218351878903975, 1.153395757145193]","[0.0024833770567253, 0.004397938028136695, 0.0019683770566440995]"
h08cm_plusy,perturbation,0.08,8.0,y,1,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.2621465774637912, -0.05139198629843865, 1.01]","[-0.2621465774637912, -0.05139198629843865, 1.01]","[0.0, 0.08, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.21695690738711454, 0.02217845941184687, 1.1541592329819093]","[0.0030279165674214903, 0.00435804556107959, 0.0027318528933604203]"
h08cm_minusy,perturbation,0.08,8.0,y,-1,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.2621465774637912, -0.21139198629843864, 1.01]","[-0.2621465774637912, -0.21139198629843864, 1.01]","[0.0, -0.07999999999999999, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.2174511910987376, 0.022125046584526374, 1.1533963359722141]","[0.00253363285579844, 0.004304632733759094, 0.001968955883665302]"
h16cm_plusx,perturbation,0.16,16.0,x,1,False,target_new_fixture_contact:29,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.10214657746379122, -0.13139198629843865, 1.01]","[-0.10214657746379122, -0.13139198629843865, 1.01]","[0.16, 0.0, 0.0]",null,null,null
h16cm_minusx,perturbation,0.16,16.0,x,-1,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.42214657746379125, -0.13139198629843865, 1.01]","[-0.42214657746379125, -0.13139198629843865, 1.01]","[-0.16000000000000003, 0.0, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.21998482395453603, 0.01782041385076728, 1.1514273800885488]","[0.0, 0.0, 0.0]"
h16cm_plusy,perturbation,0.16,16.0,y,1,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.2621465774637912, 0.028608013701561352, 1.01]","[-0.2621465774637912, 0.028608013701561352, 1.01]","[0.0, 0.16, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.21737387341768785, 0.022348960299652124, 1.1551757826461482]","[0.002610950536848178, 0.004528546448884844, 0.0037484025575993396]"
h16cm_minusy,perturbation,0.16,16.0,y,-1,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.2621465774637912, -0.29139198629843865, 1.01]","[-0.2621465774637912, -0.29139198629843865, 1.01]","[0.0, -0.16, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.21992631001953442, 0.01683062212651373, 1.151808963438961]","[5.851393500161395e-05, -0.0009897917242535498, 0.0003815833504121624]"
h32cm_plusx,perturbation,0.32,32.0,x,1,False,target_new_fixture_contact:31,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[0.05785342253620879, -0.13139198629843865, 1.01]","[0.05785342253620879, -0.13139198629843865, 1.01]","[0.32, 0.0, 0.0]",null,null,null
h32cm_minusx,perturbation,0.32,32.0,x,-1,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.5821465774637913, -0.13139198629843865, 1.01]","[-0.5821465774637913, -0.13139198629843865, 1.01]","[-0.32000000000000006, 0.0, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.21841147006339598, 0.022025399083530996, 1.153403753391545]","[0.0015733538911400502, 0.004204985232763716, 0.0019763733029962705]"
h32cm_plusy,perturbation,0.32,32.0,y,1,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.2621465774637912, 0.18860801370156136, 1.01]","[-0.2621465774637912, 0.18860801370156136, 1.01]","[0.0, 0.32, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.2173820913715774, 0.022340410517219758, 1.153397471159144]","[0.0026027325829586223, 0.004519996666452478, 0.0019700910705950925]"
h32cm_minusy,perturbation,0.32,32.0,y,-1,True,,"[-0.2621465774637912, -0.13139198629843865, 1.01]","[-0.2621465774637912, -0.4513919862984387, 1.01]","[-0.2621465774637912, -0.4513919862984387, 1.01]","[0.0, -0.32000000000000006, 0.0]","[-0.22169248069800715, 0.021170149522612, 1.151136832428502]","[-0.21998453256315145, 0.017820382376368914, 1.1513890514763963]","[2.913913845770111e-07, -3.1474398365372025e-08, -3.8328612152582764e-05]"
