name,kind,h_meter,h_cm,axis,sign,scene_valid,invalid_reason,vanilla_target_pose,requested_target_pose,actual_target_pose,actual_displacement,eef_t_xyz,eef_t_plus_1_xyz,R
h02cm_minusx,perturbation,0.02,2.0,x,-1,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.04784034305025467, 0.023905893540960326, 1.08]","[0.04784034305025467, 0.023905893540960326, 1.08]","[-0.020000000000000004, 0.0, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.2012122586757968, -0.006763392831305767, 1.1756961348617987]","[-0.001229770741211833, 0.0012276176381823302, -0.00013780582140077158]"
h02cm_plusy,perturbation,0.02,2.0,y,1,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.06784034305025467, 0.04390589354096033, 1.08]","[0.06784034305025467, 0.04390589354096033, 1.08]","[0.0, 0.02, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.20044938435298446, -0.007454101560516658, 1.1756070138659134]","[-0.00046689641839947615, 0.0005369089089714398, -0.00022692681728608832]"
h02cm_minusy,perturbation,0.02,2.0,y,-1,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.06784034305025467, 0.0039058935409603257, 1.08]","[0.06784034305025467, 0.0039058935409603257, 1.08]","[0.0, -0.02, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.2012122586757968, -0.006763392831305767, 1.1756961348617987]","[-0.001229770741211833, 0.0012276176381823302, -0.00013780582140077158]"
h04cm_plusx,perturbation,0.04,4.0,x,1,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.10784034305025467, 0.023905893540960326, 1.08]","[0.10784034305025467, 0.023905893540960326, 1.08]","[0.039999999999999994, 0.0, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.19998240960008656, -0.008179164347024709, 1.17564754297807]","[7.833449841565532e-08, -0.00018815387753661102, -0.00018639770512951515]"
h04cm_minusx,perturbation,0.04,4.0,x,-1,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.027840343050254672, 0.023905893540960326, 1.08]","[0.027840343050254672, 0.023905893540960326, 1.08]","[-0.04, 0.0, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.20122542353671108, -0.007287648346613064, 1.1761936135249025]","[-0.0012429356021260995, 0.0007033621228750338, 0.00035967284170301816]"
h04cm_plusy,perturbation,0.04,4.0,y,1,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.06784034305025467, 0.06390589354096032, 1.08]","[0.06784034305025467, 0.06390589354096032, 1.08]","[0.0, 0.039999999999999994, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.20007362488404135, -0.007500116065775759, 1.1753541296204733]","[-9.11369494563663e-05, 0.0004908944037123383, -0.00047981106272620977]"
h04cm_minusy,perturbation,0.04,4.0,y,-1,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.06784034305025467, -0.016094106459039675, 1.08]","[0.06784034305025467, -0.016094106459039675, 1.08]","[0.0, -0.04, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.2012122586757968, -0.006763392831305767, 1.1756961348617987]","[-0.001229770741211833, 0.0012276176381823302, -0.00013780582140077158]"
h08cm_plusx,perturbation,0.08,8.0,x,1,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.14784034305025467, 0.023905893540960326, 1.08]","[0.14784034305025467, 0.023905893540960326, 1.08]","[0.08, 0.0, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.2004476485946564, -0.0072925825654924035, 1.1749293898961408]","[-0.0004651606600714342, 0.000698427903995694, -0.0009045507870586444]"
h08cm_minusx,perturbation,0.08,8.0,x,-1,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[-0.012159656949745329, 0.023905893540960326, 1.08]","[-0.012159656949745329, 0.023905893540960326, 1.08]","[-0.08, 0.0, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.20088070612610925, -0.009055566819680613, 1.1757066886850027]","[-0.0008982181915242748, -0.001064556350192515, -0.00012725199819674238]"
h08cm_plusy,perturbation,0.08,8.0,y,1,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.06784034305025467, 0.10390589354096033, 1.08]","[0.06784034305025467, 0.10390589354096033, 1.08]","[0.0, 0.08, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.20162474363763083, -0.009102335758826862, 1.1755520273700784]","[-0.0016422557030458529, -0.0011113252893387646, -0.0002819133131211071]"
h08cm_minusy,perturbation,0.08,8.0,y,-1,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.06784034305025467, -0.05609410645903967, 1.08]","[0.06784034305025467, -0.05609410645903967, 1.08]","[0.0, -0.08, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.20124049206706696, -0.010145458693646725, 1.1766484223352713]","[-0.0012580041324819768, -0.002154448224158627, 0.0008144816520718745]"
h16cm_plusx,perturbation,0.16,16.0,x,1,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.2278403430502547, 0.023905893540960326, 1.08]","[0.2278403430502547, 0.023905893540960326, 1.08]","[0.16000000000000003, 0.0, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.2008369482112384, -0.006999173277720502, 1.1761458136538148]","[-0.0008544602766534237, 0.0009918371917675955, 0.00031187297061530117]"
h16cm_minusx,perturbation,0.16,16.0,x,-1,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[-0.09215965694974533, 0.023905893540960326, 1.08]","[-0.09215965694974533, 0.023905893540960326, 1.08]","[-0.16, 0.0, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.20194619450363516, -0.008260776537921318, 1.177082451095823]","[-0.0019637065690501776, -0.0002697660684332203, 0.001248510412623638]"
h16cm_plusy,perturbation,0.16,16.0,y,1,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.06784034305025467, 0.18390589354096032, 1.08]","[0.06784034305025467, 0.18390589354096032, 1.08]","[0.0, 0.16, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.201733835590572, -0.00784565052090977, 1.1752624737726605]","[-0.001751347655987029, 0.00014535994857832815, -0.000571466910538998]"
h16cm_minusy,perturbation,0.16,16.0,y,-1,False,target_new_fixture_contact:30,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.06784034305025467, -0.1360941064590397, 1.08]","[0.06784034305025467, -0.1360941064590397, 1.08]","[0.0, -0.16, 0.0]",null,null,null
h32cm_plusx,perturbation,0.32,32.0,x,1,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.38784034305025467, 0.023905893540960326, 1.08]","[0.38784034305025467, 0.023905893540960326, 1.08]","[0.32, 0.0, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.2015413552114334, -0.007940771889871872, 1.1755414900706025]","[-0.0015588672768484246, 5.023857961622587e-05, -0.0002924506125969728]"
h32cm_minusx,perturbation,0.32,32.0,x,-1,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[-0.25215965694974535, 0.023905893540960326, 1.08]","[-0.25215965694974535, 0.023905893540960326, 1.08]","[-0.32, 0.0, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.20247813196735695, -0.005876603740223396, 1.175531312387299]","[-0.002495644032771971, 0.0021144067292647017, -0.00030262829590044227]"
h32cm_plusy,perturbation,0.32,32.0,y,1,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.06784034305025467, 0.34390589354096035, 1.08]","[0.06784034305025467, 0.34390589354096035, 1.08]","[0.0, 0.32, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.20184135195792352, -0.00793644976520821, 1.1752896185007033]","[-0.0018588640233385412, 5.456070427988825e-05, -0.0005443221824961153]"
h32cm_minusy,perturbation,0.32,32.0,y,-1,True,,"[0.06784034305025467, 0.023905893540960326, 1.08]","[0.06784034305025467, -0.29609410645903966, 1.08]","[0.06784034305025467, -0.29609410645903966, 1.08]","[0.0, -0.32, 0.0]","[-0.2031085787842339, -0.010850233834459452, 1.176076575091043]","[-0.20122716033227206, -0.007852406440260916, 1.1761979263762372]","[-0.00124467239768708, 0.00013860402922718194, 0.0003639856930377494]"
