name,kind,h_meter,h_cm,axis,sign,scene_valid,invalid_reason,vanilla_target_pose,requested_target_pose,actual_target_pose,actual_displacement,eef_t_xyz,eef_t_plus_1_xyz,R
h02cm_minusx,perturbation,0.02,2.0,x,-1,True,,"[0.13733616561092005, -0.07043152905820577, 0.97]","[0.11733616561092004, -0.07043152905820577, 0.97]","[0.11733616561092004, -0.07043152905820577, 0.97]","[-0.020000000000000004, 0.0, 0.0]","[-0.20624929452738186, -0.010933044121609616, 1.18146938948386]","[-0.20634698277629446, -0.009894465301670097, 1.1807584379061347]","[-9.312418547699486e-05, -9.732069571576074e-08, -7.054671612616303e-05]"
h02cm_plusy,perturbation,0.02,2.0,y,1,True,,"[0.13733616561092005, -0.07043152905820577, 0.97]","[0.13733616561092005, -0.05043152905820576, 0.97]","[0.13733616561092005, -0.05043152905820576, 0.97]","[0.0, 0.020000000000000004, 0.0]","[-0.20624929452738186, -0.010933044121609616, 1.18146938948386]","[-0.20513045424257514, -0.009894144856603558, 1.1805719138384578]","[0.0011234043482423184, 2.231243708232522e-07, -0.00025707078380299286]"
h02cm_minusy,perturbation,0.02,2.0,y,-1,True,,"[0.13733616561092005, -0.07043152905820577, 0.97]","[0.13733616561092005, -0.09043152905820577, 0.97]","[0.13733616561092005, -0.09043152905820577, 0.97]","[0.0, -0.020000000000000004, 0.0]","[-0.20624929452738186, -0.010933044121609616, 1.18146938948386]","[-0.20625385859081746, -0.009894367980974381, 1.1808289846222608]","[0.0, 0.0, 0.0]"
h04cm_plusx,perturbation,0.04,4.0,x,1,True,,"[0.13733616561092005, -0.07043152905820577, 0.97]","[0.17733616561092005, -0.07043152905820577, 0.97]","[0.17733616561092005, -0.07043152905820577, 0.97]","[0.04000000000000001, 0.0, 0.0]","[-0.20624929452738186, -0.010933044121609616, 1.18146938948386]","[-0.20634698277629446, -0.009894465301670097, 1.1807584379061347]","[-9.312418547699486e-05, -9.732069571576074e-08, -7.054671612616303e-05]"
h04cm_minusx,perturbation,0.04,4.0,x,-1,True,,"[0.13733616561092005, -0.07043152905820577, 0.97]","[0.09733616561092004, -0.07043152905820577, 0.97]","[0.09733616561092004, -0.07043152905820577, 0.97]","[-0.04000000000000001, 0.0, 0.0]","[-0.20624929452738186, -0.010933044121609616, 1.18146938948386]","[-0.20634698277629446, -0.009894465301670097, 1.1807584379061347]","[-9.312418547699486e-05, -9.732069571576074e-08, -7.054671612616303e-05]"
h04cm_plusy,perturbation,0.04,4.0,y,1,True,,"[0.13733616561092005, -0.07043152905820577, 0.97]","[0.13733616561092005, -0.030431529058205765, 0.97]","[0.13733616561092005, -0.030431529058205765, 0.97]","[0.0, 0.04, 0.0]","[-0.20624929452738186, -0.010933044121609616, 1.18146938948386]","[-0.20513045424257514, -0.009894144856603558, 1.1805719138384578]","[0.0011234043482423184, 2.231243708232522e-07, -0.00025707078380299286]"
h04cm_minusy,perturbation,0.04,4.0,y,-1,True,,"[0.13733616561092005, -0.07043152905820577, 0.97]","[0.13733616561092005, -0.11043152905820577, 0.97]","[0.13733616561092005, -0.11043152905820577, 0.97]","[0.0, -0.04000000000000001, 0.0]","[-0.20624929452738186, -0.010933044121609616, 1.18146938948386]","[-0.20625385859081746, -0.009894367980974381, 1.1808289846222608]","[0.0, 0.0, 0.0]"
h08cm_plusx,perturbation,0.08,8.0,x,1,True,,"[0.13733616561092005, -0.07043152905820577, 0.97]","[0.21733616561092006, -0.07043152905820577, 0.97]","[0.21733616561092006, -0.07043152905820577, 0.97]","[0.08000000000000002, 0.0, 0.0]","[-0.20624929452738186, -0.010933044121609616, 1.18146938948386]","[-0.20634698277629446, -0.009894465301670097, 1.1807584379061347]","[-9.312418547699486e-05, -9.732069571576074e-08, -7.054671612616303e-05]"
h08cm_minusx,perturbation,0.08,8.0,x,-1,True,,"[0.13733616561092005, -0.07043152905820577, 0.97]","[0.057336165610920045, -0.07043152905820577, 0.97]","[0.057336165610920045, -0.07043152905820577, 0.97]","[-0.08, 0.0, 0.0]","[-0.20624929452738186, -0.010933044121609616, 1.18146938948386]","[-0.20634698277629446, -0.009894465301670097, 1.1807584379061347]","[-9.312418547699486e-05, -9.732069571576074e-08, -7.054671612616303e-05]"
h08cm_plusy,perturbation,0.08,8.0,y,1,False,target_contact_with_movable:cookies_1,"[0.13733616561092005, -0.07043152905820577, 0.97]","[0.13733616561092005, 0.009568470941794235, 0.97]","[0.13733616561092005, 0.009568470941794235, 0.97]","[0.0, 0.08, 0.0]",null,null,null
h08cm_minusy,perturbation,0.08,8.0,y,-1,False,target_new_fixture_contact:31,"[0.13733616561092005, -0.07043152905820577, 0.97]","[0.13733616561092005, -0.15043152905820578, 0.97]","[0.13733616561092005, -0.15043152905820578, 0.97]","[0.0, -0.08000000000000002, 0.0]",null,null,null
h16cm_plusx,perturbation,0.16,16.0,x,1,True,,"[0.13733616561092005, -0.07043152905820577, 0.97]","[0.29733616561092, -0.07043152905820577, 0.97]","[0.29733616561092, -0.07043152905820577, 0.97]","[0.15999999999999998, 0.0, 0.0]","[-0.20624929452738186, -0.010933044121609616, 1.18146938948386]","[-0.20634698277629446, -0.009894465301670097, 1.1807584379061347]","[-9.312418547699486e-05, -9.732069571576074e-08, -7.054671612616303e-05]"
h16cm_minusx,perturbation,0.16,16.0,x,-1,True,,"[0.13733616561092005, -0.07043152905820577, 0.97]","[-0.022663834389079957, -0.07043152905820577, 0.97]","[-0.022663834389079957, -0.07043152905820577, 0.97]","[-0.16, 0.0, 0.0]","[-0.20624929452738186, -0.010933044121609616, 1.18146938948386]","[-0.20533001999702946, -0.010927054450647462, 1.1814767492450544]","[0.0009238385937880012, -0.0010326864696730814, 0.0006477646227935896]"
h16cm_plusy,perturbation,0.16,16.0,y,1,False,target_contact_with_movable:cookies_1,"[0.13733616561092005, -0.07043152905820577, 0.97]","[0.13733616561092005, 0.08956847094179424, 0.97]","[0.13733616561092005, 0.08956847094179424, 0.97]","[0.0, 0.16, 0.0]",null,null,null
h16cm_minusy,perturbation,0.16,16.0,y,-1,False,target_new_fixture_contact:29; target_new_fixture_contact:31; target_new_fixture_contact:32,"[0.13733616561092005, -0.07043152905820577, 0.97]","[0.13733616561092005, -0.23043152905820577, 0.97]","[0.13733616561092005, -0.23043152905820577, 0.97]","[0.0, -0.16, 0.0]",null,null,null
h32cm_plusx,perturbation,0.32,32.0,x,1,True,,"[0.13733616561092005, -0.07043152905820577, 0.97]","[0.45733616561092005, -0.07043152905820577, 0.97]","[0.45733616561092005, -0.07043152905820577, 0.97]","[0.32, 0.0, 0.0]","[-0.20624929452738186, -0.010933044121609616, 1.18146938948386]","[-0.20634698277629446, -0.009894465301670097, 1.1807584379061347]","[-9.312418547699486e-05, -9.732069571576074e-08, -7.054671612616303e-05]"
h32cm_minusx,perturbation,0.32,32.0,x,-1,True,,"[0.13733616561092005, -0.07043152905820577, 0.97]","[-0.18266383438907996, -0.07043152905820577, 0.97]","[-0.18266383438907996, -0.07043152905820577, 0.97]","[-0.32, 0.0, 0.0]","[-0.20624929452738186, -0.010933044121609616, 1.18146938948386]","[-0.20445457215155288, -0.009893831832643895, 1.180488953780294]","[0.0017992864392645802, 5.361483304856807e-07, -0.00034003084196676525]"
h32cm_plusy,perturbation,0.32,32.0,y,1,False,target_contact_with_movable:plate_1,"[0.13733616561092005, -0.07043152905820577, 0.97]","[0.13733616561092005, 0.24956847094179424, 0.97]","[0.13733616561092005, 0.24956847094179424, 0.97]","[0.0, 0.32, 0.0]",null,null,null
h32cm_minusy,perturbation,0.32,32.0,y,-1,False,target_new_fixture_contact:29; target_new_fixture_contact:31,"[0.13733616561092005, -0.07043152905820577, 0.97]","[0.13733616561092005, -0.3904315290582058, 0.97]","[0.13733616561092005, -0.3904315290582058, 0.97]","[0.0, -0.32, 0.0]",null,null,null
