name,kind,h_meter,h_cm,axis,sign,scene_valid,invalid_reason,vanilla_target_pose,requested_target_pose,actual_target_pose,actual_displacement,eef_t_xyz,eef_t_plus_1_xyz,R
h04cm_minusy,perturbation,0.04,4.0,y,-1,True,,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.07500000000000001, -0.02500199273918967, 0.97]","[-0.07500000000000001, -0.02500199273918967, 0.97]","[0.0, -0.04, 0.0]","[-0.20868807640486212, -0.0058205523193986895, 1.1898196504467724]","[-0.20689087107146412, -0.004287289011868789, 1.1884590390887295]","[-0.00035842433196717205, 0.0005300659621760122, -0.0005939037128634972]"
h08cm_plusx,perturbation,0.08,8.0,x,1,False,target_contact_with_movable:cookies_1,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[0.0049999999999999906, 0.014998007260810334, 0.97]","[0.0049999999999999906, 0.014998007260810334, 0.97]","[0.08, 0.0, 0.0]",null,null,null
h08cm_minusx,perturbation,0.08,8.0,x,-1,True,,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.15500000000000003, 0.014998007260810334, 0.97]","[-0.15500000000000003, 0.014998007260810334, 0.97]","[-0.08000000000000002, 0.0, 0.0]","[-0.20868807640486212, -0.0058205523193986895, 1.1898196504467724]","[-0.2068909989042559, -0.004515279517009195, 1.1885006801623528]","[-0.00035855216475896845, 0.00030207545703560615, -0.0005522626392402419]"
h08cm_plusy,perturbation,0.08,8.0,y,1,True,,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.07500000000000001, 0.09499800726081034, 0.97]","[-0.07500000000000001, 0.09499800726081034, 0.97]","[0.0, 0.08, 0.0]","[-0.20868807640486212, -0.0058205523193986895, 1.1898196504467724]","[-0.20689207929929024, -0.00414525584251449, 1.1885009380786296]","[-0.00035963255979329367, 0.0006720991315303107, -0.0005520047229634617]"
h08cm_minusy,perturbation,0.08,8.0,y,-1,True,,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.07500000000000001, -0.06500199273918966, 0.97]","[-0.07500000000000001, -0.06500199273918966, 0.97]","[0.0, -0.08, 0.0]","[-0.20868807640486212, -0.0058205523193986895, 1.1898196504467724]","[-0.20654534282968245, -0.0042938228979647166, 1.1885481163075846]","[-1.289609018551019e-05, 0.0005235320760800842, -0.0005048264940084035]"
h16cm_plusx,perturbation,0.16,16.0,x,1,False,target_contact_with_movable:cookies_1,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[0.08499999999999999, 0.014998007260810334, 0.97]","[0.08499999999999999, 0.014998007260810334, 0.97]","[0.16, 0.0, 0.0]",null,null,null
h16cm_minusx,perturbation,0.16,16.0,x,-1,True,,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.23500000000000001, 0.014998007260810334, 0.97]","[-0.23500000000000001, 0.014998007260810334, 0.97]","[-0.16, 0.0, 0.0]","[-0.20868807640486212, -0.0058205523193986895, 1.1898196504467724]","[-0.2065022893034626, -0.003997330181004052, 1.1900462305252457]","[3.0157436034350393e-05, 0.0008200247930407484, 0.0009932877236527027]"
h16cm_plusy,perturbation,0.16,16.0,y,1,True,,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.07500000000000001, 0.17499800726081033, 0.97]","[-0.07500000000000001, 0.17499800726081033, 0.97]","[0.0, 0.16, 0.0]","[-0.20868807640486212, -0.0058205523193986895, 1.1898196504467724]","[-0.20689207929929024, -0.00414525584251449, 1.1885009380786296]","[-0.00035963255979329367, 0.0006720991315303107, -0.0005520047229634617]"
h16cm_minusy,perturbation,0.16,16.0,y,-1,False,target_new_fixture_contact:29; target_new_fixture_contact:31; target_new_fixture_contact:32,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.07500000000000001, -0.14500199273918968, 0.97]","[-0.07500000000000001, -0.14500199273918968, 0.97]","[0.0, -0.16, 0.0]",null,null,null
h32cm_plusx,perturbation,0.32,32.0,x,1,True,,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[0.245, 0.014998007260810334, 0.97]","[0.245, 0.014998007260810334, 0.97]","[0.32, 0.0, 0.0]","[-0.20868807640486212, -0.0058205523193986895, 1.1898196504467724]","[-0.2067442566144327, -0.004131974149966669, 1.1883505587750145]","[-0.00021180987493574222, 0.0006853808240781314, -0.0007023840265785175]"
h32cm_minusx,perturbation,0.32,32.0,x,-1,True,,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.395, 0.014998007260810334, 0.97]","[-0.395, 0.014998007260810334, 0.97]","[-0.32, 0.0, 0.0]","[-0.20868807640486212, -0.0058205523193986895, 1.1898196504467724]","[-0.20673556797871515, -0.004451044225379255, 1.1885905138441264]","[-0.00020312123921820135, 0.0003663107486655461, -0.0004624289574666207]"
h32cm_plusy,perturbation,0.32,32.0,y,1,False,target_contact_with_movable:akita_black_bowl_2,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.07500000000000001, 0.33499800726081036, 0.97]","[-0.07500000000000001, 0.33499800726081036, 0.97]","[0.0, 0.32, 0.0]",null,null,null
h32cm_minusy,perturbation,0.32,32.0,y,-1,False,target_new_fixture_contact:29; target_new_fixture_contact:31; target_new_fixture_contact:32,"[-0.07500000000000001, 0.014998007260810334, 0.97]","[-0.07500000000000001, -0.30500199273918965, 0.97]","[-0.07500000000000001, -0.30500199273918965, 0.97]","[0.0, -0.32, 0.0]",null,null,null
