name,kind,h_meter,h_cm,axis,sign,scene_valid,invalid_reason,vanilla_target_pose,requested_target_pose,actual_target_pose,actual_displacement,eef_t_xyz,eef_t_plus_1_xyz,R
h02cm_minusx,perturbation,0.02,2.0,x,-1,True,,"[0.04312957258175951, -0.09009850396987874, 0.034999999999999996]","[0.023129572581759506, -0.09009850396987874, 0.034999999999999996]","[0.023129572581759506, -0.09009850396987874, 0.034999999999999996]","[-0.02, 0.0, 0.0]","[-0.16622576245367948, 0.0023439461842467884, 0.2451397414142153]","[-0.16257574550985096, 0.00033118789920260743, 0.24736075110428854]","[0.0, 0.0, 0.0]"
h02cm_plusy,perturbation,0.02,2.0,y,1,True,,"[0.04312957258175951, -0.09009850396987874, 0.034999999999999996]","[0.04312957258175951, -0.07009850396987874, 0.034999999999999996]","[0.04312957258175951, -0.07009850396987874, 0.034999999999999996]","[0.0, 0.020000000000000004, 0.0]","[-0.16622576245367948, 0.0023439461842467884, 0.2451397414142153]","[-0.16259316939732976, 0.00034932856019192766, 0.246538191798107]","[-1.7423887478801303e-05, 1.814066098932023e-05, -0.0008225593061815528]"
h02cm_minusy,perturbation,0.02,2.0,y,-1,True,,"[0.04312957258175951, -0.09009850396987874, 0.034999999999999996]","[0.04312957258175951, -0.11009850396987875, 0.034999999999999996]","[0.04312957258175951, -0.11009850396987875, 0.034999999999999996]","[0.0, -0.020000000000000004, 0.0]","[-0.16622576245367948, 0.0023439461842467884, 0.2451397414142153]","[-0.16257574550985096, 0.00033118789920260743, 0.24736075110428854]","[0.0, 0.0, 0.0]"
h04cm_plusx,perturbation,0.04,4.0,x,1,True,,"[0.04312957258175951, -0.09009850396987874, 0.034999999999999996]","[0.08312957258175951, -0.09009850396987874, 0.034999999999999996]","[0.08312957258175951, -0.09009850396987874, 0.034999999999999996]","[0.04000000000000001, 0.0, 0.0]","[-0.16622576245367948, 0.0023439461842467884, 0.2451397414142153]","[-0.16257574550985096, 0.00033118789920260743, 0.24736075110428854]","[0.0, 0.0, 0.0]"
h04cm_minusx,perturbation,0.04,4.0,x,-1,True,,"[0.04312957258175951, -0.09009850396987874, 0.034999999999999996]","[0.0031295725817595058, -0.09009850396987874, 0.034999999999999996]","[0.0031295725817595058, -0.09009850396987874, 0.034999999999999996]","[-0.04, 0.0, 0.0]","[-0.16622576245367948, 0.0023439461842467884, 0.2451397414142153]","[-0.16265949398982865, 0.0003293712910359311, 0.2472858828428232]","[-8.374847997769108e-05, -1.816608166676332e-06, -7.486826146532732e-05]"
h04cm_plusy,perturbation,0.04,4.0,y,1,True,,"[0.04312957258175951, -0.09009850396987874, 0.034999999999999996]","[0.04312957258175951, -0.05009850396987874, 0.034999999999999996]","[0.04312957258175951, -0.05009850396987874, 0.034999999999999996]","[0.0, 0.04, 0.0]","[-0.16622576245367948, 0.0023439461842467884, 0.2451397414142153]","[-0.16259316939732976, 0.00034932856019192766, 0.246538191798107]","[-1.7423887478801303e-05, 1.814066098932023e-05, -0.0008225593061815528]"
h04cm_minusy,perturbation,0.04,4.0,y,-1,True,,"[0.04312957258175951, -0.09009850396987874, 0.034999999999999996]","[0.04312957258175951, -0.13009850396987874, 0.034999999999999996]","[0.04312957258175951, -0.13009850396987874, 0.034999999999999996]","[0.0, -0.039999999999999994, 0.0]","[-0.16622576245367948, 0.0023439461842467884, 0.2451397414142153]","[-0.16257574550985096, 0.00033118789920260743, 0.24736075110428854]","[0.0, 0.0, 0.0]"
h08cm_plusx,perturbation,0.08,8.0,x,1,True,,"[0.04312957258175951, -0.09009850396987874, 0.034999999999999996]","[0.12312957258175951, -0.09009850396987874, 0.034999999999999996]","[0.12312957258175951, -0.09009850396987874, 0.034999999999999996]","[0.08, 0.0, 0.0]","[-0.16622576245367948, 0.0023439461842467884, 0.2451397414142153]","[-0.16257574550985096, 0.00033118789920260743, 0.24736075110428854]","[0.0, 0.0, 0.0]"
h08cm_minusx,perturbation,0.08,8.0,x,-1,True,,"[0.04312957258175951, -0.09009850396987874, 0.034999999999999996]","[-0.036870427418240495, -0.09009850396987874, 0.034999999999999996]","[-0.036870427418240495, -0.09009850396987874, 0.034999999999999996]","[-0.08, 0.0, 0.0]","[-0.16622576245367948, 0.0023439461842467884, 0.2451397414142153]","[-0.16265949398982865, 0.0003293712910359311, 0.2472858828428232]","[-8.374847997769108e-05, -1.816608166676332e-06, -7.486826146532732e-05]"
h08cm_plusy,perturbation,0.08,8.0,y,1,True,,"[0.04312957258175951, -0.09009850396987874, 0.034999999999999996]","[0.04312957258175951, -0.010098503969878742, 0.034999999999999996]","[0.04312957258175951, -0.010098503969878742, 0.034999999999999996]","[0.0, 0.08, 0.0]","[-0.16622576245367948, 0.0023439461842467884, 0.2451397414142153]","[-0.16265949398982865, 0.0003293712910359311, 0.2472858828428232]","[-8.374847997769108e-05, -1.816608166676332e-06, -7.486826146532732e-05]"
h08cm_minusy,perturbation,0.08,8.0,y,-1,True,,"[0.04312957258175951, -0.09009850396987874, 0.034999999999999996]","[0.04312957258175951, -0.17009850396987874, 0.034999999999999996]","[0.04312957258175951, -0.17009850396987874, 0.034999999999999996]","[0.0, -0.08, 0.0]","[-0.16622576245367948, 0.0023439461842467884, 0.2451397414142153]","[-0.1626591868133228, 0.0003069243437226649, 0.24728581685633333]","[-8.344130347184842e-05, -2.4263555479942542e-05, -7.493424795521064e-05]"
h16cm_plusx,perturbation,0.16,16.0,x,1,True,,"[0.04312957258175951, -0.09009850396987874, 0.034999999999999996]","[0.2031295725817595, -0.09009850396987874, 0.034999999999999996]","[0.2031295725817595, -0.09009850396987874, 0.034999999999999996]","[0.16, 0.0, 0.0]","[-0.16622576245367948, 0.0023439461842467884, 0.2451397414142153]","[-0.1626591868133228, 0.0003069243437226649, 0.24728581685633333]","[-8.344130347184842e-05, -2.4263555479942542e-05, -7.493424795521064e-05]"
h16cm_minusx,perturbation,0.16,16.0,x,-1,True,,"[0.04312957258175951, -0.09009850396987874, 0.034999999999999996]","[-0.1168704274182405, -0.09009850396987874, 0.034999999999999996]","[-0.1168704274182405, -0.09009850396987874, 0.034999999999999996]","[-0.16, 0.0, 0.0]","[-0.16622576245367948, 0.0023439461842467884, 0.2451397414142153]","[-0.16265949398982865, 0.0003293712910359311, 0.2472858828428232]","[-8.374847997769108e-05, -1.816608166676332e-06, -7.486826146532732e-05]"
h16cm_plusy,perturbation,0.16,16.0,y,1,True,,"[0.04312957258175951, -0.09009850396987874, 0.034999999999999996]","[0.04312957258175951, 0.06990149603012126, 0.034999999999999996]","[0.04312957258175951, 0.06990149603012126, 0.034999999999999996]","[0.0, 0.16, 0.0]","[-0.16622576245367948, 0.0023439461842467884, 0.2451397414142153]","[-0.16244470016752166, -0.0003043663804563195, 0.24735443031289325]","[0.0001310453423293001, -0.0006355542796589269, -6.32079139528674e-06]"
h16cm_minusy,perturbation,0.16,16.0,y,-1,True,,"[0.04312957258175951, -0.09009850396987874, 0.034999999999999996]","[0.04312957258175951, -0.25009850396987876, 0.034999999999999996]","[0.04312957258175951, -0.25009850396987876, 0.034999999999999996]","[0.0, -0.16000000000000003, 0.0]","[-0.16622576245367948, 0.0023439461842467884, 0.2451397414142153]","[-0.1620751310298884, 0.0008314320739055918, 0.2494266775603809]","[0.0005006144799625523, 0.0005002441747029844, 0.002065926456092354]"
h32cm_plusx,perturbation,0.32,32.0,x,1,True,,"[0.04312957258175951, -0.09009850396987874, 0.034999999999999996]","[0.3631295725817595, -0.09009850396987874, 0.034999999999999996]","[0.3631295725817595, -0.09009850396987874, 0.034999999999999996]","[0.31999999999999995, 0.0, 0.0]","[-0.16622576245367948, 0.0023439461842467884, 0.2451397414142153]","[-0.16198136424419932, 0.0007912614518526085, 0.24950640979831945]","[0.0005943812656516445, 0.0004600735526500011, 0.002145658694030911]"
h32cm_minusx,perturbation,0.32,32.0,x,-1,True,,"[0.04312957258175951, -0.09009850396987874, 0.034999999999999996]","[-0.27687042741824053, -0.09009850396987874, 0.034999999999999996]","[-0.27687042741824053, -0.09009850396987874, 0.034999999999999996]","[-0.32000000000000006, 0.0, 0.0]","[-0.16622576245367948, 0.0023439461842467884, 0.2451397414142153]","[-0.16264262784272096, 0.0003217861173166817, 0.24730083556339905]","[-6.688233286999967e-05, -9.401781885925715e-06, -5.991554088949358e-05]"
h32cm_plusy,perturbation,0.32,32.0,y,1,False,target_contact_with_movable:basket_1,"[0.04312957258175951, -0.09009850396987874, 0.034999999999999996]","[0.04312957258175951, 0.22990149603012128, 0.034999999999999996]","[0.04312957258175951, 0.22990149603012128, 0.034999999999999996]","[0.0, 0.32, 0.0]",null,null,null
h32cm_minusy,perturbation,0.32,32.0,y,-1,True,,"[0.04312957258175951, -0.09009850396987874, 0.034999999999999996]","[0.04312957258175951, -0.41009850396987874, 0.034999999999999996]","[0.04312957258175951, -0.41009850396987874, 0.034999999999999996]","[0.0, -0.32, 0.0]","[-0.16622576245367948, 0.0023439461842467884, 0.2451397414142153]","[-0.1620751310298884, 0.0008314320739055918, 0.2494266775603809]","[0.0005006144799625523, 0.0005002441747029844, 0.002065926456092354]"
